Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-16-56-37.042,900701.8041523321, 4, Upload, 
11-16-2022-16-56-37.042,376657.11810006615, 5, Upload, 
11-16-2022-16-56-37.042,900701.8041523321, 6, Upload, 
11-16-2022-16-56-38.042,1.7870224584071353e+07, 0, Download, 
11-16-2022-16-56-38.042,2.7239679918607917e+07, 1, Download, 
11-16-2022-16-56-38.042,1.1138221363901221e+06, 2, Download, 
11-16-2022-16-56-38.042,1.1302749182259948e+06, 3, Download, 
11-16-2022-16-56-38.042,1.6543164157090872e+06, 4, Download, 
11-16-2022-16-56-38.042,2.2440250686965627e+06, 5, Download, 
11-16-2022-16-56-38.042,4.209576606815707e+06, 6, Download, 
11-16-2022-16-56-38.042,9.500213758188898e+06, 7, Download, 
11-16-2022-16-56-38.043,1.1466539944976845e+06, 0, Upload, 
11-16-2022-16-56-38.043,687992.3966986106, 1, Upload, 
11-16-2022-16-56-38.043,409519.283749173, 2, Upload, 
11-16-2022-16-56-38.043,802657.7961483791, 3, Upload, 
11-16-2022-16-56-38.043,737134.7107485114, 4, Upload, 
11-16-2022-16-56-38.043,655230.8539986769, 5, Upload, 
11-16-2022-16-56-38.043,1.0811309090978168e+06, 6, Upload, 
11-16-2022-16-56-38.043,900942.4242481806, 7, Upload, 
11-16-2022-16-56-39.050,715883.3134508856, 0, Upload, 
11-16-2022-16-56-39.050,504372.3344767603, 1, Upload, 
11-16-2022-16-56-39.050,764693.5393679914, 2, Upload, 
11-16-2022-16-56-39.050,1.1059031024511256e+06, 3, Upload, 
11-16-2022-16-56-39.050,1.0733765406143279e+06, 4, Upload, 
11-16-2022-16-56-39.050,861953.8886751421, 5, Upload, 
11-16-2022-16-56-39.050,813164.0459199453, 6, Upload, 
11-16-2022-16-56-39.050,650531.2367359563, 7, Upload, 
11-16-2022-16-56-39.050,618004.6748991585, 8, Upload, 
11-16-2022-16-56-39.050,1.7326567077701814e+07, 0, Download, 
11-16-2022-16-56-39.050,1.742373923922285e+07, 1, Download, 
11-16-2022-16-56-39.050,861509.0337449637, 2, Download, 
11-16-2022-16-56-39.050,1.0240579080364663e+06, 3, Download, 
11-16-2022-16-56-39.050,1.722875202268382e+06, 4, Download, 
11-16-2022-16-56-39.050,2.7145662006680933e+06, 5, Download, 
11-16-2022-16-56-39.050,2.958246646883802e+06, 6, Download, 
11-16-2022-16-56-39.050,2.2495264117117733e+07, 7, Download, 
11-16-2022-16-56-39.050,1.1215158000005952e+06, 8, Download, 
11-16-2022-16-56-40.054,587266.3376462829, 0, Upload, 
11-16-2022-16-56-40.054,685144.06058733, 1, Upload, 
11-16-2022-16-56-40.054,668831.1067638221, 2, Upload, 
11-16-2022-16-56-40.054,767030.1199928881, 3, Upload, 
11-16-2022-16-56-40.054,832309.2791412189, 4, Upload, 
11-16-2022-16-56-40.054,979187.3872249634, 5, Upload, 
11-16-2022-16-56-40.054,1.1097457055216252e+06, 6, Upload, 
11-16-2022-16-56-40.054,1.1097457055216252e+06, 7, Upload, 
11-16-2022-16-56-40.054,750710.3302058053, 8, Upload, 
11-16-2022-16-56-40.054,930228.0178637153, 9, Upload, 
11-16-2022-16-56-40.054,1.4572496512471681e+07, 0, Download, 
11-16-2022-16-56-40.054,1.8277232229791883e+07, 1, Download, 
11-16-2022-16-56-40.054,1.0771061259474598e+06, 2, Download, 
11-16-2022-16-56-40.054,897373.2848109115, 3, Download, 
11-16-2022-16-56-40.054,1.3544708345016532e+06, 4, Download, 
11-16-2022-16-56-40.054,2.480321176331723e+06, 5, Download, 
11-16-2022-16-56-40.054,2.8886027923136423e+06, 6, Download, 
11-16-2022-16-56-40.054,2.2927726858674545e+07, 7, Download, 
11-16-2022-16-56-40.054,1.2239125162049916e+06, 8, Download, 
11-16-2022-16-56-40.054,832309.2791412189, 9, Download, 
11-16-2022-16-56-41.054,1.4842318633805145e+07, 0, Download, 
11-16-2022-16-56-41.054,1.4383296489766547e+07, 1, Download, 
11-16-2022-16-56-41.054,851718.8681360295, 2, Download, 
11-16-2022-16-56-41.054,933779.6759706046, 3, Download, 
11-16-2022-16-56-41.054,1.3925858284112748e+06, 4, Download, 
11-16-2022-16-56-41.054,2.064303698586125e+06, 5, Download, 
11-16-2022-16-56-41.054,2.7355895855651214e+06, 6, Download, 
11-16-2022-16-56-41.054,2.719479812235304e+07, 7, Download, 
11-16-2022-16-56-41.054,1.2779022896009344e+06, 8, Download, 
11-16-2022-16-56-41.054,1.7692591758180605e+06, 9, Download, 
11-16-2022-16-56-41.054,3.751646060968228e+06, 10, Download, 
11-16-2022-16-56-41.054,1.22875220153936e+06, 0, Upload, 
11-16-2022-16-56-41.054,606184.4194260843, 1, Upload, 
11-16-2022-16-56-41.054,884701.5851083392, 2, Upload, 
11-16-2022-16-56-41.054,1.1140686627290198e+06, 3, Upload, 
11-16-2022-16-56-41.054,49150.0880615744, 4, Upload, 
11-16-2022-16-56-41.054,622567.7821132757, 5, Upload, 
11-16-2022-16-56-41.054,557034.3313645099, 6, Upload, 
11-16-2022-16-56-41.054,835551.4970467648, 7, Upload, 
11-16-2022-16-56-41.054,999385.1239186795, 8, Upload, 
11-16-2022-16-56-41.054,671717.8701748501, 9, Upload, 
11-16-2022-16-56-41.054,557034.3313645099, 10, Upload, 
11-16-2022-16-56-42.054,1.3460347896069763e+07, 0, Download, 
11-16-2022-16-56-42.054,2.963823278535748e+06, 1, Download, 
11-16-2022-16-56-42.054,704092.0377149613, 2, Download, 
11-16-2022-16-56-42.054,736915.8162036323, 3, Download, 
11-16-2022-16-56-42.054,933282.7716542486, 4, Download, 
11-16-2022-16-56-42.054,1.6209269379072865e+06, 5, Download, 
11-16-2022-16-56-42.054,1.8667094721788494e+06, 6, Download, 
11-16-2022-16-56-42.054,1.4491382358838264e+07, 7, Download, 
11-16-2022-16-56-42.054,867923.0724176113, 8, Download, 
11-16-2022-16-56-42.054,1.1789933414906354e+06, 9, Download, 
11-16-2022-16-56-42.054,1.9208147333587743e+07, 10, Download, 
11-16-2022-16-56-42.054,196510.8843209686, 11, Download, 
11-16-2022-16-56-42.054,605908.5599896532, 0, Upload, 
11-16-2022-16-56-42.054,671412.1880966427, 1, Upload, 
11-16-2022-16-56-42.054,327518.1405349477, 2, Upload, 
11-16-2022-16-56-42.054,655036.2810698954, 3, Upload, 
11-16-2022-16-56-42.054,442149.48972217937, 4, Upload, 
11-16-2022-16-56-42.054,147383.16324072646, 5, Upload, 
11-16-2022-16-56-42.054,589532.6529629058, 6, Upload, 
11-16-2022-16-56-42.054,704164.0021501374, 7, Upload, 
11-16-2022-16-56-42.054,769667.630257127, 8, Upload, 
11-16-2022-16-56-42.054,736915.8162036323, 9, Upload, 
11-16-2022-16-56-42.054,736915.8162036323, 10, Upload, 
11-16-2022-16-56-42.054,65503.628106989534, 11, Upload, 
11-16-2022-16-56-43.064,2.935942168987737e+06, 0, Download, 
11-16-2022-16-56-43.064,1.680621212454271e+07, 1, Download, 
11-16-2022-16-56-43.064,584029.377324066, 2, Download, 
11-16-2022-16-56-43.064,600252.4155830678, 3, Download, 
11-16-2022-16-56-43.064,778705.836432088, 4, Download, 
11-16-2022-16-56-43.064,1.2977717680715476e+06, 5, Download, 
11-16-2022-16-56-43.064,2.141298464891044e+06, 6, Download, 
11-16-2022-16-56-43.064,1.8525782887348305e+07, 7, Download, 
11-16-2022-16-56-43.064,989391.4558533145, 8, Download, 
11-16-2022-16-56-43.064,1.0219801176685165e+06, 9, Download, 
11-16-2022-16-56-43.064,1.7892585346707042e+07, 10, Download, 
11-16-2022-16-56-43.064,535360.2625470605, 11, Download, 
11-16-2022-16-56-43.064,421798.9947340477, 12, Download, 
11-16-2022-16-56-43.064,129784.30607201468, 0, Upload, 
11-16-2022-16-56-43.064,940936.2190221064, 1, Upload, 
11-16-2022-16-56-43.064,48669.1147770055, 2, Upload, 
11-16-2022-16-56-43.064,486691.14777005505, 3, Upload, 
11-16-2022-16-56-43.064,373129.87995704217, 4, Upload, 
11-16-2022-16-56-43.064,0, 5, Upload, 
11-16-2022-16-56-43.064,616475.4538420697, 6, Upload, 
11-16-2022-16-56-43.064,713813.6833960807, 7, Upload, 
11-16-2022-16-56-43.064,292014.688662033, 8, Upload, 
11-16-2022-16-56-43.064,632698.4921010715, 9, Upload, 
11-16-2022-16-56-43.064,811151.9129500918, 10, Upload, 
11-16-2022-16-56-43.064,616475.4538420697, 11, Upload, 
11-16-2022-16-56-43.064,697590.6451370788, 12, Upload, 
11-16-2022-16-56-44.065,5.336647539635481e+06, 0, Download, 
11-16-2022-16-56-44.065,2.0445887048795614e+07, 1, Download, 
11-16-2022-16-56-44.065,376537.3218918874, 2, Download, 
11-16-2022-16-56-44.065,572847.689398277, 3, Download, 
11-16-2022-16-56-44.065,769445.8316921177, 4, Download, 
11-16-2022-16-56-44.065,1.1622823977954853e+06, 5, Download, 
11-16-2022-16-56-44.065,1.7188308429822822e+06, 6, Download, 
11-16-2022-16-56-44.065,2.0446174823583063e+07, 7, Download, 
11-16-2022-16-56-44.065,818487.4517202837, 8, Download, 
11-16-2022-16-56-44.065,834930.5833254895, 9, Download, 
11-16-2022-16-56-44.065,1.844896184246209e+07, 10, Download, 
11-16-2022-16-56-44.065,360166.1339835445, 11, Download, 
11-16-2022-16-56-44.065,360166.1339835445, 12, Download, 
11-16-2022-16-56-44.065,212825.44280845812, 13, Download, 
11-16-2022-16-56-44.066,98151.7666099879, 0, Upload, 
11-16-2022-16-56-44.066,703420.9940382466, 1, Upload, 
11-16-2022-16-56-44.066,0, 2, Upload, 
11-16-2022-16-56-44.066,310813.92759829503, 3, Upload, 
11-16-2022-16-56-44.066,458041.5775132769, 4, Upload, 
11-16-2022-16-56-44.066,883365.8994898911, 5, Upload, 
11-16-2022-16-56-44.066,719779.6218065779, 6, Upload, 
11-16-2022-16-56-44.066,768855.5051115719, 7, Upload, 
11-16-2022-16-56-44.066,441682.94974494557, 8, Upload, 
11-16-2022-16-56-44.066,179944.90545164447, 9, Upload, 
11-16-2022-16-56-44.066,490758.8330499395, 10, Upload, 
11-16-2022-16-56-44.066,408965.6942082829, 11, Upload, 
11-16-2022-16-56-44.066,605269.2274282587, 12, Upload, 
11-16-2022-16-56-44.066,327172.55536662636, 13, Upload, 
11-16-2022-16-56-45.066,622464.3947990662, 0, Upload, 
11-16-2022-16-56-45.066,1.0319804440089782e+06, 1, Upload, 
11-16-2022-16-56-45.066,0, 2, Upload, 
11-16-2022-16-56-45.066,245709.62952594718, 3, Upload, 
11-16-2022-16-56-45.066,573322.4688938768, 4, Upload, 
11-16-2022-16-56-45.066,524180.5429886873, 5, Upload, 
11-16-2022-16-56-45.066,1.097503011882564e+06, 6, Upload, 
11-16-2022-16-56-45.066,524180.5429886873, 7, Upload, 
11-16-2022-16-56-45.066,475038.61708349787, 8, Upload, 
11-16-2022-16-56-45.066,982838.5181037887, 9, Upload, 
11-16-2022-16-56-45.066,114664.49377877534, 10, Upload, 
11-16-2022-16-56-45.066,900935.3082618064, 11, Upload, 
11-16-2022-16-56-45.066,573322.4688938768, 12, Upload, 
11-16-2022-16-56-45.066,507799.90102029085, 13, Upload, 
11-16-2022-16-56-45.066,442277.33314670494, 14, Upload, 
11-16-2022-16-56-45.065,4.079184412708673e+06, 0, Download, 
11-16-2022-16-56-45.066,1.9051135624583032e+07, 1, Download, 
11-16-2022-16-56-45.066,474673.95237475843, 2, Download, 
11-16-2022-16-56-45.066,507410.0870212935, 3, Download, 
11-16-2022-16-56-45.066,491042.019698026, 4, Download, 
11-16-2022-16-56-45.066,900243.7027797144, 5, Download, 
11-16-2022-16-56-45.066,1.8986958094990337e+06, 6, Download, 
11-16-2022-16-56-45.066,2.2176932973443653e+07, 7, Download, 
11-16-2022-16-56-45.066,671090.7602539689, 8, Download, 
11-16-2022-16-56-45.066,867507.5681331792, 9, Download, 
11-16-2022-16-56-45.066,1.3158703318190075e+07, 10, Download, 
11-16-2022-16-56-45.066,360097.48111188575, 11, Download, 
11-16-2022-16-56-45.066,540146.2216678286, 12, Download, 
11-16-2022-16-56-45.066,294625.2118188156, 13, Download, 
11-16-2022-16-56-45.066,802651.4564514274, 14, Download, 
11-16-2022-16-56-46.066,4.944593011868073e+06, 0, Download, 
11-16-2022-16-56-46.066,1.1127022521485304e+07, 1, Download, 
11-16-2022-16-56-46.066,360545.4193723144, 2, Download, 
11-16-2022-16-56-46.066,360473.3999126564, 3, Download, 
11-16-2022-16-56-46.066,573378.9269860716, 4, Download, 
11-16-2022-16-56-46.066,786500.5124384608, 5, Download, 
11-16-2022-16-56-46.066,1.786338668708285e+06, 6, Download, 
11-16-2022-16-56-46.066,2.2811107561263055e+07, 7, Download, 
11-16-2022-16-56-46.066,721018.8192849708, 8, Download, 
11-16-2022-16-56-46.066,966701.2026649601, 9, Download, 
11-16-2022-16-56-46.066,1.5731810735260667e+07, 10, Download, 
11-16-2022-16-56-46.066,311380.13491245336, 11, Download, 
11-16-2022-16-56-46.066,671925.5542847677, 12, Download, 
11-16-2022-16-56-46.066,245826.42229930527, 13, Download, 
11-16-2022-16-56-46.066,1.5075913511830897e+06, 14, Download, 
11-16-2022-16-56-46.066,770256.1232044898, 15, Download, 
11-16-2022-16-56-46.067,965950.6628260044, 0, Upload, 
11-16-2022-16-56-46.067,720369.9858363423, 1, Upload, 
11-16-2022-16-56-46.067,0, 2, Upload, 
11-16-2022-16-56-46.067,0, 3, Upload, 
11-16-2022-16-56-46.067,753114.0761016306, 4, Upload, 
11-16-2022-16-56-46.067,523905.4442446126, 5, Upload, 
11-16-2022-16-56-46.067,654881.8053057657, 6, Upload, 
11-16-2022-16-56-46.067,687625.895571054, 7, Upload, 
11-16-2022-16-56-46.067,1.0805549787545134e+06, 8, Upload, 
11-16-2022-16-56-46.067,753114.0761016306, 9, Upload, 
11-16-2022-16-56-46.067,851346.3468974954, 10, Upload, 
11-16-2022-16-56-46.067,474789.30884668016, 11, Upload, 
11-16-2022-16-56-46.067,278324.7672549504, 12, Upload, 
11-16-2022-16-56-46.067,474789.30884668016, 13, Upload, 
11-16-2022-16-56-46.067,785858.1663669188, 14, Upload, 
11-16-2022-16-56-46.067,261952.7221223063, 15, Upload, 
11-16-2022-16-56-47.066,3.8647390128963324e+06, 0, Download, 
11-16-2022-16-56-47.066,1.3134583316630658e+07, 1, Download, 
11-16-2022-16-56-47.066,360325.95759816153, 2, Download, 
11-16-2022-16-56-47.066,442218.2206886528, 3, Download, 
11-16-2022-16-56-47.066,507732.0311610458, 4, Download, 
11-16-2022-16-56-47.066,769715.2974287609, 5, Download, 
11-16-2022-16-56-47.066,1.228383946357369e+06, 6, Download, 
11-16-2022-16-56-47.066,1.6000668573554138e+07, 7, Download, 
11-16-2022-16-56-47.066,606002.7468696353, 8, Download, 
11-16-2022-16-56-47.066,786165.7256687161, 9, Download, 
11-16-2022-16-56-47.066,1.021943467747474e+07, 10, Download, 
11-16-2022-16-56-47.066,327569.052361965, 11, Download, 
11-16-2022-16-56-47.066,868057.9887592073, 12, Download, 
11-16-2022-16-56-47.066,245676.78927147377, 13, Download, 
11-16-2022-16-56-47.066,2.1618117943452555e+06, 14, Download, 
11-16-2022-16-56-47.066,1.1087780568721374e+07, 15, Download, 
11-16-2022-16-56-47.066,131027.62094478602, 16, Download, 
11-16-2022-16-56-47.071,946042.0567558333, 0, Upload, 
11-16-2022-16-56-47.071,619820.6578745114, 1, Upload, 
11-16-2022-16-56-47.071,375154.6087135201, 2, Upload, 
11-16-2022-16-56-47.071,97866.41966439656, 3, Upload, 
11-16-2022-16-56-47.071,587198.5179863793, 4, Upload, 
11-16-2022-16-56-47.071,897108.846923635, 5, Upload, 
11-16-2022-16-56-47.071,424087.8185457184, 6, Upload, 
11-16-2022-16-56-47.071,733998.1474829741, 7, Upload, 
11-16-2022-16-56-47.071,554576.3780982471, 8, Upload, 
11-16-2022-16-56-47.071,636131.7278185776, 9, Upload, 
11-16-2022-16-56-47.071,1.0275974064761638e+06, 10, Upload, 
11-16-2022-16-56-47.071,309910.3289372557, 11, Upload, 
11-16-2022-16-56-47.071,554576.3780982471, 12, Upload, 
11-16-2022-16-56-47.071,260977.11910505747, 13, Upload, 
11-16-2022-16-56-47.071,733998.1474829741, 14, Upload, 
11-16-2022-16-56-47.071,1.0112863365320977e+06, 15, Upload, 
11-16-2022-16-56-47.071,750309.2174270402, 16, Upload, 
11-16-2022-16-56-48.066,3.472487898954584e+06, 0, Download, 
11-16-2022-16-56-48.066,1.302179362912389e+07, 1, Download, 
11-16-2022-16-56-48.066,360367.4578731654, 2, Download, 
11-16-2022-16-56-48.066,294846.10189622623, 3, Download, 
11-16-2022-16-56-48.066,376747.7968674002, 4, Download, 
11-16-2022-16-56-48.066,606072.5427866873, 5, Download, 
11-16-2022-16-56-48.066,1.375516572046148e+06, 6, Download, 
11-16-2022-16-56-48.066,1.736193560739175e+07, 7, Download, 
11-16-2022-16-56-48.066,507718.52490968275, 8, Download, 
11-16-2022-16-56-48.066,753423.6098232046, 9, Download, 
11-16-2022-16-56-48.066,1.0450080407029029e+07, 10, Download, 
11-16-2022-16-56-48.066,229324.74591928706, 11, Download, 
11-16-2022-16-56-48.066,671377.9470288391, 12, Download, 
11-16-2022-16-56-48.066,262085.42390775663, 13, Download, 
11-16-2022-16-56-48.066,2.0310180674619223e+06, 14, Download, 
11-16-2022-16-56-48.066,1.1563439571255825e+07, 15, Download, 
11-16-2022-16-56-48.066,245705.08491352183, 16, Download, 
11-16-2022-16-56-48.066,1.965568695396579e+06, 17, Download, 
11-16-2022-16-56-48.071,819126.1967296747, 0, Upload, 
11-16-2022-16-56-48.071,737213.5770567072, 1, Upload, 
11-16-2022-16-56-48.071,475093.1941032113, 2, Upload, 
11-16-2022-16-56-48.071,294885.43082268286, 3, Upload, 
11-16-2022-16-56-48.071,901038.8164026422, 4, Upload, 
11-16-2022-16-56-48.071,982951.4360756096, 5, Upload, 
11-16-2022-16-56-48.071,737213.5770567072, 6, Upload, 
11-16-2022-16-56-48.071,933803.8642718291, 7, Upload, 
11-16-2022-16-56-48.071,622535.9095145528, 8, Upload, 
11-16-2022-16-56-48.071,688066.0052529267, 9, Upload, 
11-16-2022-16-56-48.071,589770.8616453657, 10, Upload, 
11-16-2022-16-56-48.071,0, 11, Upload, 
11-16-2022-16-56-48.071,163825.23934593494, 12, Upload, 
11-16-2022-16-56-48.071,720831.0531221137, 13, Upload, 
11-16-2022-16-56-48.071,0, 14, Upload, 
11-16-2022-16-56-48.071,1.3433669626366664e+06, 15, Upload, 
11-16-2022-16-56-48.071,999333.9600102031, 16, Upload, 
11-16-2022-16-56-48.071,0, 17, Upload, 
11-16-2022-16-56-49.067,3.552760193783649e+06, 0, Download, 
11-16-2022-16-56-49.067,1.3490822938920094e+07, 1, Download, 
11-16-2022-16-56-49.067,278349.38320080005, 2, Download, 
11-16-2022-16-56-49.067,311096.36945971765, 3, Download, 
11-16-2022-16-56-49.067,392963.8351070118, 4, Download, 
11-16-2022-16-56-49.067,573072.2595310588, 5, Download, 
11-16-2022-16-56-49.067,982337.6339403004, 6, Download, 
11-16-2022-16-56-49.067,2.3789030579077404e+07, 7, Download, 
11-16-2022-16-56-49.067,507578.28701322357, 8, Download, 
11-16-2022-16-56-49.067,573072.2595310588, 9, Download, 
11-16-2022-16-56-49.067,7.596653227623833e+06, 10, Download, 
11-16-2022-16-56-49.067,245602.39694188238, 11, Download, 
11-16-2022-16-56-49.067,671313.2183078118, 12, Download, 
11-16-2022-16-56-49.067,229228.90381242355, 13, Download, 
11-16-2022-16-56-49.067,2.0139396549234355e+06, 14, Download, 
11-16-2022-16-56-49.067,1.2115809285181697e+07, 15, Download, 
11-16-2022-16-56-49.067,130987.9450356706, 16, Download, 
11-16-2022-16-56-49.067,4.273193891479837e+06, 17, Download, 
11-16-2022-16-56-49.067,458457.8076248471, 18, Download, 
11-16-2022-16-56-49.072,867797.3039633067, 0, Upload, 
11-16-2022-16-56-49.072,147361.8063333917, 1, Upload, 
11-16-2022-16-56-49.072,736809.0316669585, 2, Upload, 
11-16-2022-16-56-49.072,343844.214777914, 3, Upload, 
11-16-2022-16-56-49.072,1.1788944506671336e+06, 4, Upload, 
11-16-2022-16-56-49.072,720435.497629915, 5, Upload, 
11-16-2022-16-56-49.072,1.097026780481916e+06, 6, Upload, 
11-16-2022-16-56-49.072,1.0151591102966984e+06, 7, Upload, 
11-16-2022-16-56-49.072,523953.0891853927, 8, Upload, 
11-16-2022-16-56-49.072,540326.6232224363, 9, Upload, 
11-16-2022-16-56-49.072,1.0806532464448726e+06, 10, Upload, 
11-16-2022-16-56-49.072,0, 11, Upload, 
11-16-2022-16-56-49.072,0, 12, Upload, 
11-16-2022-16-56-49.072,1.0806532464448726e+06, 13, Upload, 
11-16-2022-16-56-49.072,654941.361481741, 14, Upload, 
11-16-2022-16-56-49.072,458458.95303721866, 15, Upload, 
11-16-2022-16-56-49.072,1.1134003145189595e+06, 16, Upload, 
11-16-2022-16-56-49.072,0, 17, Upload, 
11-16-2022-16-56-49.072,818676.7018521761, 18, Upload, 
11-16-2022-16-56-50.069,2.4208114527209043e+06, 0, Download, 
11-16-2022-16-56-50.069,1.450944495630667e+07, 1, Download, 
11-16-2022-16-56-50.069,229016.07833129456, 2, Download, 
11-16-2022-16-56-50.069,261732.66095005092, 3, Download, 
11-16-2022-16-56-50.069,343524.1174969418, 4, Download, 
11-16-2022-16-56-50.069,474390.4479719673, 5, Download, 
11-16-2022-16-56-50.069,899706.0220158001, 6, Download, 
11-16-2022-16-56-50.069,2.216397509673797e+07, 7, Download, 
11-16-2022-16-56-50.069,392598.9914250764, 8, Download, 
11-16-2022-16-56-50.069,506772.9840541879, 9, Download, 
11-16-2022-16-56-50.069,5.39439279416199e+06, 10, Download, 
11-16-2022-16-56-50.069,228865.21860511712, 11, Download, 
11-16-2022-16-56-50.069,604858.0777420952, 12, Download, 
11-16-2022-16-56-50.069,179822.67176116345, 13, Download, 
11-16-2022-16-56-50.069,1.4056708238553198e+06, 14, Download, 
11-16-2022-16-56-50.069,7.453605044262216e+06, 15, Download, 
11-16-2022-16-56-50.069,130780.12491720979, 16, Download, 
11-16-2022-16-56-50.069,3.7432937170822164e+06, 17, Download, 
11-16-2022-16-56-50.069,1.6019846905675915e+06, 18, Download, 
11-16-2022-16-56-50.069,882765.8431911661, 19, Download, 
11-16-2022-16-56-50.073,163696.40551308394, 0, Upload, 
11-16-2022-16-56-50.073,605676.7003984106, 1, Upload, 
11-16-2022-16-56-50.073,540198.138193177, 2, Upload, 
11-16-2022-16-56-50.073,311023.1704748595, 3, Upload, 
11-16-2022-16-56-50.073,638415.9815010274, 4, Upload, 
11-16-2022-16-56-50.073,556567.7787444853, 5, Upload, 
11-16-2022-16-56-50.073,753003.4653601861, 6, Upload, 
11-16-2022-16-56-50.073,589307.0598471022, 7, Upload, 
11-16-2022-16-56-50.073,916699.8708732701, 8, Upload, 
11-16-2022-16-56-50.073,294653.5299235511, 9, Upload, 
11-16-2022-16-56-50.073,49108.92165392518, 10, Upload, 
11-16-2022-16-56-50.073,0, 11, Upload, 
11-16-2022-16-56-50.073,0, 12, Upload, 
11-16-2022-16-56-50.073,441980.29488532664, 13, Upload, 
11-16-2022-16-56-50.073,720264.1842575694, 14, Upload, 
11-16-2022-16-56-50.073,982178.4330785036, 15, Upload, 
11-16-2022-16-56-50.073,441980.29488532664, 16, Upload, 
11-16-2022-16-56-50.073,0, 17, Upload, 
11-16-2022-16-56-50.073,130957.12441046715, 18, Upload, 
11-16-2022-16-56-50.073,507458.8570905602, 19, Upload, 
11-16-2022-16-56-51.071,2.1748102143401685e+06, 0, Download, 
11-16-2022-16-56-51.071,2.5982245216906313e+07, 1, Download, 
11-16-2022-16-56-51.071,294139.0770714729, 2, Download, 
11-16-2022-16-56-51.071,228942.5202321924, 3, Download, 
11-16-2022-16-56-51.071,196236.44591330775, 4, Download, 
11-16-2022-16-56-51.071,343270.0524826294, 5, Download, 
