Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-16-56-51.071,768592.7464937887, 6, Download, 
11-16-2022-16-56-51.071,1.6580829856749233e+07, 7, Download, 
11-16-2022-16-56-51.071,408825.9289860578, 8, Download, 
11-16-2022-16-56-51.071,376224.0405132391, 9, Download, 
11-16-2022-16-56-51.071,4.401508060260087e+06, 10, Download, 
11-16-2022-16-56-51.071,212729.66178109156, 11, Download, 
11-16-2022-16-56-51.071,490914.6041102113, 12, Download, 
11-16-2022-16-56-51.071,327276.40274014085, 13, Download, 
11-16-2022-16-56-51.071,1.1781950498645073e+06, 14, Download, 
11-16-2022-16-56-51.071,7.019647370862253e+06, 15, Download, 
11-16-2022-16-56-51.071,147274.3812330634, 16, Download, 
11-16-2022-16-56-51.071,3.092546271937447e+06, 17, Download, 
11-16-2022-16-56-51.071,1.3580532487336618e+06, 18, Download, 
11-16-2022-16-56-51.071,1.4727438123306339e+06, 19, Download, 
11-16-2022-16-56-51.071,1.1617593184085386e+06, 20, Download, 
11-16-2022-16-56-51.074,916542.0890775132, 0, Upload, 
11-16-2022-16-56-51.074,736507.0358658588, 1, Upload, 
11-16-2022-16-56-51.074,932908.9120967545, 2, Upload, 
11-16-2022-16-56-51.074,310969.63736558484, 3, Upload, 
11-16-2022-16-56-51.074,278235.99132710224, 4, Upload, 
11-16-2022-16-56-51.074,212768.699250137, 5, Upload, 
11-16-2022-16-56-51.074,867441.6200197893, 6, Upload, 
11-16-2022-16-56-51.074,212768.699250137, 7, Upload, 
11-16-2022-16-56-51.074,687406.5668081349, 8, Upload, 
11-16-2022-16-56-51.074,572838.8056734458, 9, Upload, 
11-16-2022-16-56-51.074,425537.398500274, 10, Upload, 
11-16-2022-16-56-51.074,163668.2301924131, 11, Upload, 
11-16-2022-16-56-51.074,0, 12, Upload, 
11-16-2022-16-56-51.074,769240.6819043414, 13, Upload, 
11-16-2022-16-56-51.074,1.0311098502122024e+06, 14, Upload, 
11-16-2022-16-56-51.074,769240.6819043414, 15, Upload, 
11-16-2022-16-56-51.074,278235.99132710224, 16, Upload, 
11-16-2022-16-56-51.074,0, 17, Upload, 
11-16-2022-16-56-51.074,998376.2041737197, 18, Upload, 
11-16-2022-16-56-51.074,949275.7351159959, 19, Upload, 
11-16-2022-16-56-51.074,0, 20, Upload, 
11-16-2022-16-56-52.070,2.425132473913518e+06, 0, Download, 
11-16-2022-16-56-52.070,2.6019215780835245e+07, 1, Download, 
11-16-2022-16-56-52.070,376878.695270344, 2, Download, 
11-16-2022-16-56-52.070,229260.40536422463, 3, Download, 
11-16-2022-16-56-52.070,229404.42320803547, 4, Download, 
11-16-2022-16-56-52.070,458808.84641607094, 5, Download, 
11-16-2022-16-56-52.070,737371.3603115425, 6, Download, 
11-16-2022-16-56-52.070,1.6401336125545954e+07, 7, Download, 
11-16-2022-16-56-52.070,376734.67742653313, 8, Download, 
11-16-2022-16-56-52.070,393264.72549948934, 9, Download, 
11-16-2022-16-56-52.070,4.342009975035907e+06, 10, Download, 
11-16-2022-16-56-52.070,196416.3359840284, 11, Download, 
11-16-2022-16-56-52.070,442422.8161869255, 12, Download, 
11-16-2022-16-56-52.070,409650.7557286348, 13, Download, 
11-16-2022-16-56-52.070,1.2289522671859043e+06, 14, Download, 
11-16-2022-16-56-52.070,6.83247054310029e+06, 15, Download, 
11-16-2022-16-56-52.070,98316.18137487234, 16, Download, 
11-16-2022-16-56-52.070,3.539166502729688e+06, 17, Download, 
11-16-2022-16-56-52.070,1.4582846814720344e+06, 18, Download, 
11-16-2022-16-56-52.070,2.0315797127264068e+06, 19, Download, 
11-16-2022-16-56-52.070,1.3600405090190675e+06, 20, Download, 
11-16-2022-16-56-52.070,2.588920767283066e+06, 21, Download, 
11-16-2022-16-56-52.075,1.1952006184498062e+06, 0, Upload, 
11-16-2022-16-56-52.075,851375.7830053414, 1, Upload, 
11-16-2022-16-56-52.075,753140.1157354944, 2, Upload, 
11-16-2022-16-56-52.075,458433.1139259531, 3, Upload, 
11-16-2022-16-56-52.075,1.0805923399683181e+06, 4, Upload, 
11-16-2022-16-56-52.075,785885.3381587768, 5, Upload, 
11-16-2022-16-56-52.075,163726.11211641182, 6, Upload, 
11-16-2022-16-56-52.075,605786.6148307237, 7, Upload, 
11-16-2022-16-56-52.075,442060.50271431194, 8, Upload, 
11-16-2022-16-56-52.075,1.178828007238165e+06, 9, Upload, 
11-16-2022-16-56-52.075,0, 10, Upload, 
11-16-2022-16-56-52.075,261933.14381922554, 11, Upload, 
11-16-2022-16-56-52.075,589349.5735932575, 12, Upload, 
11-16-2022-16-56-52.075,114595.75042091118, 13, Upload, 
11-16-2022-16-56-52.075,491124.6446610479, 14, Upload, 
11-16-2022-16-56-52.075,229191.50084182236, 15, Upload, 
11-16-2022-16-56-52.075,425641.3587062415, 16, Upload, 
11-16-2022-16-56-52.075,0, 17, Upload, 
11-16-2022-16-56-52.075,392899.7157288383, 18, Upload, 
11-16-2022-16-56-52.075,556607.9306158542, 19, Upload, 
11-16-2022-16-56-52.075,900395.1818785878, 20, Upload, 
11-16-2022-16-56-52.075,491124.6446610479, 21, Upload, 
11-16-2022-16-56-53.070,2.5554622252087933e+06, 0, Download, 
11-16-2022-16-56-53.070,1.7840381107804548e+07, 1, Download, 
11-16-2022-16-56-53.070,409586.89321941696, 2, Download, 
11-16-2022-16-56-53.070,311286.0388467569, 3, Download, 
11-16-2022-16-56-53.070,311286.0388467569, 4, Download, 
11-16-2022-16-56-53.070,425898.3712521199, 5, Download, 
11-16-2022-16-56-53.070,737256.4077949505, 6, Download, 
11-16-2022-16-56-53.070,1.1943049822405683e+07, 7, Download, 
11-16-2022-16-56-53.070,425970.3689481936, 8, Download, 
11-16-2022-16-56-53.070,442353.84467697033, 9, Download, 
11-16-2022-16-56-53.070,3.653227096732904e+06, 10, Download, 
11-16-2022-16-56-53.070,229368.6602028735, 11, Download, 
11-16-2022-16-56-53.070,737040.4147067294, 12, Download, 
11-16-2022-16-56-53.070,753423.890435506, 13, Download, 
11-16-2022-16-56-53.070,1.1302438321973695e+06, 14, Download, 
11-16-2022-16-56-53.070,5.373420050558382e+06, 15, Download, 
11-16-2022-16-56-53.070,114684.33010143675, 16, Download, 
11-16-2022-16-56-53.070,4.292182650155195e+06, 17, Download, 
11-16-2022-16-56-53.070,1.4581293398611243e+06, 18, Download, 
11-16-2022-16-56-53.070,1.9822565677898307e+06, 19, Download, 
11-16-2022-16-56-53.070,1.3598284854884644e+06, 20, Download, 
11-16-2022-16-56-53.070,6.045070557742152e+06, 21, Download, 
11-16-2022-16-56-53.070,1.179538254775847e+06, 22, Download, 
11-16-2022-16-56-53.075,1.0481868082381011e+06, 0, Upload, 
11-16-2022-16-56-53.075,1.0481868082381011e+06, 1, Upload, 
11-16-2022-16-56-53.075,884407.6194508978, 2, Upload, 
11-16-2022-16-56-53.075,704250.5117849741, 3, Upload, 
11-16-2022-16-56-53.075,1.0481868082381011e+06, 4, Upload, 
11-16-2022-16-56-53.075,507715.4852403302, 5, Upload, 
11-16-2022-16-56-53.075,0, 6, Upload, 
11-16-2022-16-56-53.075,474959.6474828896, 7, Upload, 
11-16-2022-16-56-53.075,1.2610997536614654e+06, 8, Upload, 
11-16-2022-16-56-53.075,524093.40411905054, 9, Upload, 
11-16-2022-16-56-53.075,163797.10153910692, 10, Upload, 
11-16-2022-16-56-53.075,262075.36246257107, 11, Upload, 
11-16-2022-16-56-53.075,868124.6381572667, 12, Upload, 
11-16-2022-16-56-53.075,524150.72492514213, 13, Upload, 
11-16-2022-16-56-53.075,1.0810608701581056e+06, 14, Upload, 
11-16-2022-16-56-53.075,655188.4061564277, 15, Upload, 
11-16-2022-16-56-53.075,212936.232000839, 16, Upload, 
11-16-2022-16-56-53.075,442252.17415558867, 17, Upload, 
11-16-2022-16-56-53.075,49139.13046173208, 18, Upload, 
11-16-2022-16-56-53.075,409492.7538477673, 19, Upload, 
11-16-2022-16-56-53.075,278455.07261648175, 20, Upload, 
11-16-2022-16-56-53.075,966402.8990807309, 21, Upload, 
11-16-2022-16-56-53.075,1.0483014498502843e+06, 22, Upload, 
11-16-2022-16-56-54.072,2.8149020654516513e+06, 0, Download, 
11-16-2022-16-56-54.072,8.378668000642482e+06, 1, Download, 
11-16-2022-16-56-54.072,392777.0323886025, 2, Download, 
11-16-2022-16-56-54.072,409142.74207146093, 3, Download, 
11-16-2022-16-56-54.072,360045.61302288563, 4, Download, 
11-16-2022-16-56-54.072,360045.61302288563, 5, Download, 
11-16-2022-16-56-54.072,540068.4195343285, 6, Download, 
11-16-2022-16-56-54.072,1.1422114644673115e+07, 7, Download, 
11-16-2022-16-56-54.072,376411.32270574407, 8, Download, 
11-16-2022-16-56-54.072,572799.8389000454, 9, Download, 
11-16-2022-16-56-54.072,3.4529489842152414e+06, 10, Download, 
11-16-2022-16-56-54.072,180022.80651144282, 11, Download, 
11-16-2022-16-56-54.072,998236.371031735, 12, Download, 
11-16-2022-16-56-54.072,785554.064777205, 13, Download, 
11-16-2022-16-56-54.072,1.0636992097631688e+06, 14, Download, 
11-16-2022-16-56-54.072,4.30389396810125e+06, 15, Download, 
11-16-2022-16-56-54.072,81828.54841429219, 16, Download, 
11-16-2022-16-56-54.072,4.271090629112904e+06, 17, Download, 
11-16-2022-16-56-54.072,1.161965387482949e+06, 18, Download, 
11-16-2022-16-56-54.072,1.6038395489201269e+06, 19, Download, 
11-16-2022-16-56-54.072,1.3580662251867314e+06, 20, Download, 
11-16-2022-16-56-54.072,6.562146145467825e+06, 21, Download, 
11-16-2022-16-56-54.072,4.688488145648424e+06, 22, Download, 
11-16-2022-16-56-54.072,1.3255505646889037e+06, 23, Download, 
11-16-2022-16-56-54.075,933821.8854105129, 0, Upload, 
11-16-2022-16-56-54.075,1.3270100476886237e+06, 1, Upload, 
11-16-2022-16-56-54.075,1.0321189259800406e+06, 2, Upload, 
11-16-2022-16-56-54.075,147445.5608542915, 3, Upload, 
11-16-2022-16-56-54.075,884673.365125749, 4, Upload, 
11-16-2022-16-56-54.075,0, 5, Upload, 
11-16-2022-16-56-54.075,376805.3221831894, 6, Upload, 
11-16-2022-16-56-54.075,671696.4438917724, 7, Upload, 
11-16-2022-16-56-54.075,769993.4844613001, 8, Upload, 
11-16-2022-16-56-54.075,819142.004746064, 9, Upload, 
11-16-2022-16-56-54.075,491485.20284763834, 10, Upload, 
11-16-2022-16-56-54.075,524250.88303748093, 11, Upload, 
11-16-2022-16-56-54.075,229359.7613288979, 12, Upload, 
11-16-2022-16-56-54.075,0, 13, Upload, 
11-16-2022-16-56-54.075,294891.121708583, 14, Upload, 
11-16-2022-16-56-54.075,212976.92123397664, 15, Upload, 
11-16-2022-16-56-54.075,245742.60142381917, 16, Upload, 
11-16-2022-16-56-54.075,655313.6037968511, 17, Upload, 
11-16-2022-16-56-54.075,98297.04056952767, 18, Upload, 
11-16-2022-16-56-54.075,982970.4056952767, 19, Upload, 
11-16-2022-16-56-54.075,212976.92123397664, 20, Upload, 
11-16-2022-16-56-54.075,540633.7231324022, 21, Upload, 
11-16-2022-16-56-54.075,606165.0835120874, 22, Upload, 
11-16-2022-16-56-54.075,425953.8424679533, 23, Upload, 
11-16-2022-16-56-55.072,2.1943650818165634e+06, 0, Download, 
11-16-2022-16-56-55.072,1.0964931931406299e+07, 1, Download, 
11-16-2022-16-56-55.072,343938.1530298064, 2, Download, 
11-16-2022-16-56-55.072,409450.1821783409, 3, Download, 
11-16-2022-16-56-55.072,310966.217461031, 4, Download, 
11-16-2022-16-56-55.072,343938.1530298064, 5, Download, 
11-16-2022-16-56-55.072,671498.2987724792, 6, Download, 
11-16-2022-16-56-55.072,9.351194397969782e+06, 7, Download, 
11-16-2022-16-56-55.072,409450.1821783409, 8, Download, 
11-16-2022-16-56-55.072,736866.3805913416, 9, Download, 
11-16-2022-16-56-55.072,2.7840453178182105e+06, 10, Download, 
11-16-2022-16-56-55.072,229292.10201987092, 11, Download, 
11-16-2022-16-56-55.072,1.1136325218602512e+06, 12, Download, 
11-16-2022-16-56-55.072,753388.3352081473, 13, Download, 
11-16-2022-16-56-55.072,1.1628385173864882e+06, 14, Download, 
11-16-2022-16-56-55.072,4.110663908076035e+06, 15, Download, 
11-16-2022-16-56-55.072,114646.05100993546, 16, Download, 
11-16-2022-16-56-55.072,4.74933421860941e+06, 17, Download, 
11-16-2022-16-56-55.072,1.1134166008657431e+06, 18, Download, 
11-16-2022-16-56-55.072,1.6867188295802565e+06, 19, Download, 
11-16-2022-16-56-55.072,1.5558387186128595e+06, 20, Download, 
11-16-2022-16-56-55.072,7.353293429933987e+06, 21, Download, 
11-16-2022-16-56-55.072,5.62555760847106e+06, 22, Download, 
11-16-2022-16-56-55.072,1.6868627769099285e+06, 23, Download, 
11-16-2022-16-56-55.072,6.190598859877171e+06, 24, Download, 
11-16-2022-16-56-55.076,818329.8698493892, 0, Upload, 
11-16-2022-16-56-55.076,409164.9349246946, 1, Upload, 
11-16-2022-16-56-55.076,147299.37657289006, 2, Upload, 
11-16-2022-16-56-55.076,327331.9479397557, 3, Upload, 
11-16-2022-16-56-55.076,441898.12971867016, 4, Upload, 
11-16-2022-16-56-55.076,49099.79219096335, 5, Upload, 
11-16-2022-16-56-55.076,834696.4672463769, 6, Upload, 
11-16-2022-16-56-55.076,409164.9349246946, 7, Upload, 
11-16-2022-16-56-55.076,1.0801954282011937e+06, 8, Upload, 
11-16-2022-16-56-55.076,523731.11670360906, 9, Upload, 
11-16-2022-16-56-55.076,474631.3245126457, 10, Upload, 
11-16-2022-16-56-55.076,490997.9219096335, 11, Upload, 
11-16-2022-16-56-55.076,278232.1557487923, 12, Upload, 
11-16-2022-16-56-55.076,196399.1687638534, 13, Upload, 
11-16-2022-16-56-55.076,441898.12971867016, 14, Upload, 
11-16-2022-16-56-55.076,458264.72711565794, 15, Upload, 
11-16-2022-16-56-55.076,932896.0516283036, 16, Upload, 
11-16-2022-16-56-55.077,539898.1639615939, 17, Upload, 
11-16-2022-16-56-55.077,147244.9538077074, 18, Upload, 
11-16-2022-16-56-55.077,703503.6681923799, 19, Upload, 
11-16-2022-16-56-55.077,1.0470752270770306e+06, 20, Upload, 
11-16-2022-16-56-55.077,801666.9707308515, 21, Upload, 
11-16-2022-16-56-55.077,621700.9160769868, 22, Upload, 
11-16-2022-16-56-55.077,229047.70592310044, 23, Upload, 
11-16-2022-16-56-55.077,0, 24, Upload, 
11-16-2022-16-56-56.072,1.8175441465189573e+06, 0, Download, 
11-16-2022-16-56-56.072,2.5948079333950947e+06, 1, Download, 
11-16-2022-16-56-56.072,327511.36439847125, 2, Download, 
11-16-2022-16-56-56.072,393013.6372781655, 3, Download, 
11-16-2022-16-56-56.072,327511.36439847125, 4, Download, 
11-16-2022-16-56-56.072,360262.5008383184, 5, Download, 
11-16-2022-16-56-56.072,524018.183037554, 6, Download, 
11-16-2022-16-56-56.072,1.057789744060783e+07, 7, Download, 
11-16-2022-16-56-56.072,458515.91015785973, 8, Download, 
11-16-2022-16-56-56.072,720525.0016766367, 9, Download, 
11-16-2022-16-56-56.072,2.7509515350546003e+06, 10, Download, 
11-16-2022-16-56-56.072,294760.22795862413, 11, Download, 
11-16-2022-16-56-56.072,818778.410996178, 12, Download, 
11-16-2022-16-56-56.072,622271.5923570953, 13, Download, 
11-16-2022-16-56-56.072,1.048036366075108e+06, 14, Download, 
11-16-2022-16-56-56.072,5.108745506938477e+06, 15, Download, 
11-16-2022-16-56-56.072,343886.9326183948, 16, Download, 
11-16-2022-16-56-56.072,2.276060056676817e+06, 17, Download, 
11-16-2022-16-56-56.072,1.3591001993073768e+06, 18, Download, 
11-16-2022-16-56-56.072,1.9649242604982695e+06, 19, Download, 
11-16-2022-16-56-56.072,1.801240541245313e+06, 20, Download, 
11-16-2022-16-56-56.072,8.776656899362518e+06, 21, Download, 
11-16-2022-16-56-56.072,6.320393629320263e+06, 22, Download, 
11-16-2022-16-56-56.072,2.2596125255106147e+06, 23, Download, 
11-16-2022-16-56-56.072,1.8372092209721215e+07, 24, Download, 
11-16-2022-16-56-56.072,0, 25, Download, 
11-16-2022-16-56-56.077,1.1792017900426479e+06, 0, Upload, 
11-16-2022-16-56-56.077,949912.5530899108, 1, Upload, 
11-16-2022-16-56-56.077,655112.1055792489, 2, Upload, 
11-16-2022-16-56-56.077,835267.9346135423, 3, Upload, 
11-16-2022-16-56-56.077,49133.40791844366, 4, Upload, 
11-16-2022-16-56-56.077,0, 5, Upload, 
11-16-2022-16-56-56.077,605978.6976608052, 6, Upload, 
11-16-2022-16-56-56.077,573223.0923818427, 7, Upload, 
11-16-2022-16-56-56.077,720623.3161371737, 8, Upload, 
11-16-2022-16-56-56.077,868023.5398925047, 9, Upload, 
11-16-2022-16-56-56.077,114644.61847636855, 10, Upload, 
11-16-2022-16-56-56.077,720623.3161371737, 11, Upload, 
11-16-2022-16-56-56.077,49133.40791844366, 12, Upload, 
11-16-2022-16-56-56.077,196533.63167377465, 13, Upload, 
11-16-2022-16-56-56.077,49133.40791844366, 14, Upload, 
11-16-2022-16-56-56.077,343933.85542910564, 15, Upload, 
11-16-2022-16-56-56.077,1.0154237636478357e+06, 16, Upload, 
11-16-2022-16-56-56.077,98303.17425333627, 17, Upload, 
11-16-2022-16-56-56.077,196606.34850667254, 18, Upload, 
11-16-2022-16-56-56.077,606202.9078955736, 19, Upload, 
11-16-2022-16-56-56.077,1.0485671920355869e+06, 20, Upload, 
11-16-2022-16-56-56.077,114687.03662889231, 21, Upload, 
11-16-2022-16-56-56.077,294909.5227600088, 22, Upload, 
11-16-2022-16-56-56.077,557051.3207689056, 23, Upload, 
11-16-2022-16-56-56.077,1.1960219534155913e+06, 24, Upload, 
11-16-2022-16-56-56.077,638970.6326466857, 25, Upload, 
11-16-2022-16-56-57.073,1.621696045979011e+06, 0, Download, 
11-16-2022-16-56-57.073,3.1450987567848885e+06, 1, Download, 
11-16-2022-16-56-57.073,294736.0211417061, 2, Download, 
11-16-2022-16-56-57.073,638762.6942476741, 3, Download, 
11-16-2022-16-56-57.073,344026.673105968, 4, Download, 
11-16-2022-16-56-57.073,344026.673105968, 5, Download, 
11-16-2022-16-56-57.073,475084.4533368129, 6, Download, 
11-16-2022-16-56-57.073,7.600847308067074e+06, 7, Download, 
11-16-2022-16-56-57.073,573233.8041322517, 8, Download, 
11-16-2022-16-56-57.073,573305.7963210992, 9, Download, 
11-16-2022-16-56-57.073,2.424352957704089e+06, 10, Download, 
11-16-2022-16-56-57.073,475084.4533368129, 11, Download, 
11-16-2022-16-56-57.073,737200.0137985029, 12, Download, 
11-16-2022-16-56-57.073,884640.0165582034, 13, Download, 
11-16-2022-16-56-57.073,933786.6841447703, 14, Download, 
11-16-2022-16-56-57.073,3.4728151995508485e+06, 15, Download, 
11-16-2022-16-56-57.073,393173.3406925348, 16, Download, 
11-16-2022-16-56-57.073,5.569595698866673e+06, 17, Download, 
11-16-2022-16-56-57.073,982933.3517313371, 18, Download, 
11-16-2022-16-56-57.073,1.3268880326484574e+06, 19, Download, 
11-16-2022-16-56-57.073,1.5234027108058773e+06, 20, Download, 
11-16-2022-16-56-57.073,5.897168157254937e+06, 21, Download, 
11-16-2022-16-56-57.073,6.4213992781783175e+06, 22, Download, 
11-16-2022-16-56-57.073,1.6217680381678587e+06, 23, Download, 
11-16-2022-16-56-57.073,1.4316982607387098e+07, 24, Download, 
11-16-2022-16-56-57.073,245733.33793283429, 25, Download, 
11-16-2022-16-56-57.073,655288.9011542248, 26, Download, 
11-16-2022-16-56-57.077,753448.9656651991, 0, Upload, 
11-16-2022-16-56-57.077,491379.7602164342, 1, Upload, 
11-16-2022-16-56-57.077,835345.5923679381, 2, Upload, 
11-16-2022-16-56-57.077,507759.08555698197, 3, Upload, 
11-16-2022-16-56-57.077,147413.92806493025, 4, Upload, 
11-16-2022-16-56-57.077,0, 5, Upload, 
11-16-2022-16-56-57.077,491379.7602164342, 6, Upload, 
11-16-2022-16-56-57.077,638793.6882813644, 7, Upload, 
11-16-2022-16-56-57.077,884483.5683895815, 8, Upload, 
11-16-2022-16-56-57.077,262069.2054487649, 9, Upload, 
11-16-2022-16-56-57.077,720690.3149841034, 10, Upload, 
11-16-2022-16-56-57.077,409483.13351369515, 11, Upload, 
11-16-2022-16-56-57.077,98275.95204328683, 12, Upload, 
11-16-2022-16-56-57.077,245689.8801082171, 13, Upload, 
11-16-2022-16-56-57.077,147413.92806493025, 14, Upload, 
11-16-2022-16-56-57.077,393103.8081731473, 15, Upload, 
11-16-2022-16-56-57.077,327586.5068109561, 16, Upload, 
11-16-2022-16-56-57.077,147413.92806493025, 17, Upload, 
11-16-2022-16-56-57.077,98275.95204328683, 18, Upload, 
11-16-2022-16-56-57.077,360345.1574920517, 19, Upload, 
11-16-2022-16-56-57.077,982759.5204328684, 20, Upload, 
11-16-2022-16-56-57.077,262069.2054487649, 21, Upload, 
11-16-2022-16-56-57.077,638793.6882813644, 22, Upload, 
11-16-2022-16-56-57.077,573276.3869191732, 23, Upload, 
11-16-2022-16-56-57.077,900862.8937301293, 24, Upload, 
11-16-2022-16-56-57.077,802586.9416868425, 25, Upload, 
11-16-2022-16-56-57.077,638793.6882813644, 26, Upload, 
11-16-2022-16-56-58.073,1.7030465376619222e+06, 0, Download, 
11-16-2022-16-56-58.073,2.7182952182952184e+06, 1, Download, 
11-16-2022-16-56-58.073,311146.6496081881, 2, Download, 
11-16-2022-16-56-58.073,802430.8332000639, 3, Download, 
11-16-2022-16-56-58.073,474908.04413881333, 4, Download, 
11-16-2022-16-56-58.073,327522.7890612506, 5, Download, 
11-16-2022-16-56-58.073,507660.3230449384, 6, Download, 
11-16-2022-16-56-58.073,6.681033104110027e+06, 7, Download, 
11-16-2022-16-56-58.073,605917.1597633136, 8, Download, 
11-16-2022-16-56-58.073,638669.4386694386, 9, Download, 
11-16-2022-16-56-58.073,2.9148088917319686e+06, 10, Download, 
11-16-2022-16-56-58.073,409403.48632656323, 11, Download, 
11-16-2022-16-56-58.073,818663.0417399647, 12, Download, 
11-16-2022-16-56-58.073,703958.1001119462, 13, Download, 
11-16-2022-16-56-58.073,1.0644490644490644e+06, 14, Download, 
11-16-2022-16-56-58.073,3.569710538941308e+06, 15, Download, 
11-16-2022-16-56-58.073,540268.6710379018, 16, Download, 
11-16-2022-16-56-58.073,5.7476651207420435e+06, 17, Download, 
11-16-2022-16-56-58.073,982424.43627059, 18, Download, 
11-16-2022-16-56-58.073,1.391899888053734e+06, 19, Download, 
11-16-2022-16-56-58.073,1.3264672956980648e+06, 20, Download, 
11-16-2022-16-56-58.073,4.961610426995042e+06, 21, Download, 
11-16-2022-16-56-58.073,7.123260834799296e+06, 22, Download, 
11-16-2022-16-56-58.073,1.6702222932992163e+06, 23, Download, 
