Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-18-53-07.868,49093.485474662746, 10, Upload, 
11-16-2022-18-53-07.868,49093.485474662746, 11, Upload, 
11-16-2022-18-53-07.868,916411.7288603713, 12, Upload, 
11-16-2022-18-53-07.868,343654.39832263923, 13, Upload, 
11-16-2022-18-53-07.868,441841.3692719647, 14, Upload, 
11-16-2022-18-53-07.868,49093.485474662746, 15, Upload, 
11-16-2022-18-53-07.868,0, 16, Upload, 
11-16-2022-18-53-07.868,834589.2530692667, 17, Upload, 
11-16-2022-18-53-07.868,556392.8353795111, 18, Upload, 
11-16-2022-18-53-07.868,98186.97094932549, 19, Upload, 
11-16-2022-18-53-07.868,932776.2240185923, 20, Upload, 
11-16-2022-18-53-07.868,490934.8547466275, 21, Upload, 
11-16-2022-18-53-07.868,0, 22, Upload, 
11-16-2022-18-53-07.868,0, 23, Upload, 
11-16-2022-18-53-07.868,245467.42737331375, 24, Upload, 
11-16-2022-18-53-07.868,98186.97094932549, 25, Upload, 
11-16-2022-18-53-07.868,294560.9128479765, 26, Upload, 
11-16-2022-18-53-07.868,196373.94189865098, 27, Upload, 
11-16-2022-18-53-07.868,327289.9031644183, 28, Upload, 
11-16-2022-18-53-07.868,850953.7482274877, 29, Upload, 
11-16-2022-18-53-07.868,49093.485474662746, 30, Upload, 
11-16-2022-18-53-07.868,98186.97094932549, 31, Upload, 
11-16-2022-18-53-07.868,0, 32, Upload, 
11-16-2022-18-53-07.868,458205.86443018564, 33, Upload, 
11-16-2022-18-53-07.868,49093.485474662746, 34, Upload, 
11-16-2022-18-53-07.868,621850.8160123948, 35, Upload, 
11-16-2022-18-53-07.868,294560.9128479765, 36, Upload, 
11-16-2022-18-53-07.868,850953.7482274877, 37, Upload, 
11-16-2022-18-53-07.868,229102.93221509282, 38, Upload, 
11-16-2022-18-53-07.868,670944.3014870576, 39, Upload, 
11-16-2022-18-53-07.868,458205.86443018564, 40, Upload, 
11-16-2022-18-53-07.868,474570.3595884066, 41, Upload, 
11-16-2022-18-53-07.868,2.7163623676939453e+06, 0, Download, 
11-16-2022-18-53-07.868,572757.3305377321, 1, Download, 
11-16-2022-18-53-07.868,605486.3208541739, 2, Download, 
11-16-2022-18-53-07.868,458205.86443018564, 3, Download, 
11-16-2022-18-53-07.868,294560.9128479765, 4, Download, 
11-16-2022-18-53-07.868,114551.46610754641, 5, Download, 
11-16-2022-18-53-07.868,425476.87411374383, 6, Download, 
11-16-2022-18-53-07.868,392747.88379730197, 7, Download, 
11-16-2022-18-53-07.868,409112.3789555229, 8, Download, 
11-16-2022-18-53-07.868,458205.86443018564, 9, Download, 
11-16-2022-18-53-07.868,572757.3305377321, 10, Download, 
11-16-2022-18-53-07.868,687164.9680745519, 11, Download, 
11-16-2022-18-53-07.868,229102.93221509282, 12, Download, 
11-16-2022-18-53-07.868,310925.4080061974, 13, Download, 
11-16-2022-18-53-07.868,605414.4065688106, 14, Download, 
11-16-2022-18-53-07.868,556177.0925234213, 15, Download, 
11-16-2022-18-53-07.868,409112.3789555229, 16, Download, 
11-16-2022-18-53-07.868,1.2927232032140892e+06, 17, Download, 
11-16-2022-18-53-07.868,1.5218980497145453e+06, 18, Download, 
11-16-2022-18-53-07.868,540028.3402212902, 19, Download, 
11-16-2022-18-53-07.868,458133.95014482236, 20, Download, 
11-16-2022-18-53-07.868,2.4379502071481002e+06, 21, Download, 
11-16-2022-18-53-07.868,1.6691065918531702e+06, 22, Download, 
11-16-2022-18-53-07.868,409112.3789555229, 23, Download, 
11-16-2022-18-53-07.868,1.2437016320247897e+06, 24, Download, 
11-16-2022-18-53-07.868,1.0473276901261386e+06, 25, Download, 
11-16-2022-18-53-07.868,5.628954848715816e+06, 26, Download, 
11-16-2022-18-53-07.868,343654.39832263923, 27, Download, 
11-16-2022-18-53-07.868,867318.2433857085, 28, Download, 
11-16-2022-18-53-07.868,621850.8160123948, 29, Download, 
11-16-2022-18-53-07.868,409112.3789555229, 30, Download, 
11-16-2022-18-53-07.868,1.914574019226484e+06, 31, Download, 
11-16-2022-18-53-07.868,818224.7579110458, 32, Download, 
11-16-2022-18-53-07.868,1.5381906305874027e+06, 33, Download, 
11-16-2022-18-53-07.868,1.5218261354291819e+06, 34, Download, 
11-16-2022-18-53-07.868,4.64730088207865e+06, 35, Download, 
11-16-2022-18-53-07.868,1.6200131063785073e+06, 36, Download, 
11-16-2022-18-53-07.868,1.5707038780477548e+06, 37, Download, 
11-16-2022-18-53-07.868,1.345046439149178e+07, 38, Download, 
11-16-2022-18-53-07.868,1.2272652225812054e+06, 39, Download, 
11-16-2022-18-53-07.868,1.0128903360085115e+07, 40, Download, 
11-16-2022-18-53-07.868,834589.2530692667, 41, Download, 
11-16-2022-18-53-08.868,475003.47403074545, 0, Upload, 
11-16-2022-18-53-08.868,311209.17264083325, 1, Upload, 
11-16-2022-18-53-08.868,196553.16166789466, 2, Upload, 
11-16-2022-18-53-08.868,0, 3, Upload, 
11-16-2022-18-53-08.868,327583.69039502385, 4, Upload, 
11-16-2022-18-53-08.868,245687.7677962679, 5, Upload, 
11-16-2022-18-53-08.868,98275.10711850716, 6, Upload, 
11-16-2022-18-53-08.868,0, 7, Upload, 
11-16-2022-18-53-08.868,196550.21423701433, 8, Upload, 
11-16-2022-18-53-08.868,360342.05943452625, 9, Upload, 
11-16-2022-18-53-08.868,98275.10711850716, 10, Upload, 
11-16-2022-18-53-08.868,0, 11, Upload, 
11-16-2022-18-53-08.868,1.015509440224574e+06, 12, Upload, 
11-16-2022-18-53-08.868,212929.3987567655, 13, Upload, 
11-16-2022-18-53-08.868,786200.8569480573, 14, Upload, 
11-16-2022-18-53-08.868,98275.10711850716, 15, Upload, 
11-16-2022-18-53-08.868,0, 16, Upload, 
11-16-2022-18-53-08.868,737063.3033888037, 17, Upload, 
11-16-2022-18-53-08.868,360342.05943452625, 18, Upload, 
11-16-2022-18-53-08.868,98275.10711850716, 19, Upload, 
11-16-2022-18-53-08.868,327583.69039502385, 20, Upload, 
11-16-2022-18-53-08.868,311204.5058752727, 21, Upload, 
11-16-2022-18-53-08.868,49137.55355925358, 22, Upload, 
11-16-2022-18-53-08.868,49137.55355925358, 23, Upload, 
11-16-2022-18-53-08.868,98275.10711850716, 24, Upload, 
11-16-2022-18-53-08.868,622409.0117505454, 25, Upload, 
11-16-2022-18-53-08.868,442237.9820332822, 26, Upload, 
11-16-2022-18-53-08.868,0, 27, Upload, 
11-16-2022-18-53-08.868,49137.55355925358, 28, Upload, 
11-16-2022-18-53-08.868,900855.1485863156, 29, Upload, 
11-16-2022-18-53-08.868,294825.32135552145, 30, Upload, 
11-16-2022-18-53-08.868,0, 31, Upload, 
11-16-2022-18-53-08.868,0, 32, Upload, 
11-16-2022-18-53-08.868,163791.84519751192, 33, Upload, 
11-16-2022-18-53-08.868,196550.21423701433, 34, Upload, 
11-16-2022-18-53-08.868,884475.9640665645, 35, Upload, 
11-16-2022-18-53-08.868,294825.32135552145, 36, Upload, 
11-16-2022-18-53-08.868,982751.0711850716, 37, Upload, 
11-16-2022-18-53-08.868,49137.55355925358, 38, Upload, 
11-16-2022-18-53-08.868,393100.42847402865, 39, Upload, 
11-16-2022-18-53-08.868,442237.9820332822, 40, Upload, 
11-16-2022-18-53-08.868,524133.90463203815, 41, Upload, 
11-16-2022-18-53-08.868,442237.9820332822, 42, Upload, 
11-16-2022-18-53-08.868,2.3748377976874798e+06, 0, Download, 
11-16-2022-18-53-08.868,606029.8272307941, 1, Download, 
11-16-2022-18-53-08.868,687925.7498295502, 2, Download, 
11-16-2022-18-53-08.868,638788.1962702965, 3, Download, 
11-16-2022-18-53-08.868,409479.6129937798, 4, Download, 
11-16-2022-18-53-08.868,294825.32135552145, 5, Download, 
11-16-2022-18-53-08.868,474996.3510727846, 6, Download, 
11-16-2022-18-53-08.868,376721.2439542774, 7, Download, 
11-16-2022-18-53-08.868,343962.8749147751, 8, Download, 
11-16-2022-18-53-08.868,638788.1962702965, 9, Download, 
11-16-2022-18-53-08.868,458617.1665530334, 10, Download, 
11-16-2022-18-53-08.868,671546.5653097989, 11, Download, 
11-16-2022-18-53-08.868,212929.3987567655, 12, Download, 
11-16-2022-18-53-08.868,294825.32135552145, 13, Download, 
11-16-2022-18-53-08.868,573271.4581912918, 14, Download, 
11-16-2022-18-53-08.868,524133.90463203815, 15, Download, 
11-16-2022-18-53-08.868,311204.5058752727, 16, Download, 
11-16-2022-18-53-08.868,1.064575014945606e+06, 17, Download, 
11-16-2022-18-53-08.868,1.277576392540593e+06, 18, Download, 
11-16-2022-18-53-08.868,507754.720112287, 19, Download, 
11-16-2022-18-53-08.868,425858.797513531, 20, Download, 
11-16-2022-18-53-08.868,1.7033632112159026e+06, 21, Download, 
11-16-2022-18-53-08.868,1.4084659110221595e+06, 22, Download, 
11-16-2022-18-53-08.868,458473.2088765903, 23, Download, 
11-16-2022-18-53-08.868,1.0318886247443252e+06, 24, Download, 
11-16-2022-18-53-08.868,1.0152215248716878e+06, 25, Download, 
11-16-2022-18-53-08.868,4.7169172263354575e+06, 26, Download, 
11-16-2022-18-53-08.868,294681.36367907835, 27, Download, 
11-16-2022-18-53-08.868,867952.8218703701, 28, Download, 
11-16-2022-18-53-08.868,491303.5567543142, 29, Download, 
11-16-2022-18-53-08.868,573271.4581912918, 30, Download, 
11-16-2022-18-53-08.868,1.8179455240159393e+06, 31, Download, 
11-16-2022-18-53-08.868,573199.4793530701, 32, Download, 
11-16-2022-18-53-08.868,1.1792293065838644e+06, 33, Download, 
11-16-2022-18-53-08.868,1.5560225293763634e+06, 34, Download, 
11-16-2022-18-53-08.868,2.96434448272208e+06, 35, Download, 
11-16-2022-18-53-08.868,1.3101908039036524e+06, 36, Download, 
11-16-2022-18-53-08.868,1.3348315595215007e+06, 37, Download, 
11-16-2022-18-53-08.868,2.0669019308323354e+07, 38, Download, 
11-16-2022-18-53-08.868,1.375707541982657e+06, 39, Download, 
11-16-2022-18-53-08.868,9.630312688069707e+06, 40, Download, 
11-16-2022-18-53-08.868,1.2610532503443987e+06, 41, Download, 
11-16-2022-18-53-08.868,966371.8866653204, 42, Download, 
