Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-18-52-54.861,294766.4148676969, 11, Download, 
11-16-2022-18-52-54.861,507653.2700499224, 12, Download, 
11-16-2022-18-52-54.861,540333.1294673561, 13, Download, 
11-16-2022-18-52-54.861,704164.2132950536, 14, Download, 
11-16-2022-18-52-54.861,900603.19208343, 15, Download, 
11-16-2022-18-52-54.861,785899.8440670153, 16, Download, 
11-16-2022-18-52-54.861,2.2597319184055e+06, 17, Download, 
11-16-2022-18-52-54.861,1.0234297280573126e+07, 18, Download, 
11-16-2022-18-52-54.861,1.2609452191562587e+06, 19, Download, 
11-16-2022-18-52-54.861,1.670199088670106e+06, 20, Download, 
11-16-2022-18-52-54.861,3.4222777370256833e+06, 21, Download, 
11-16-2022-18-52-54.861,3.9299310070756054e+06, 22, Download, 
11-16-2022-18-52-54.861,802347.7204608645, 23, Download, 
11-16-2022-18-52-54.861,3.0293278149921754e+06, 24, Download, 
11-16-2022-18-52-54.861,1.9814853443884067e+06, 25, Download, 
11-16-2022-18-52-54.861,2.1671720337325398e+07, 26, Download, 
11-16-2022-18-52-54.861,262014.59099350832, 27, Download, 
11-16-2022-18-52-54.861,0, 28, Download, 
11-16-2022-18-52-55.861,5.5523548142232075e+06, 0, Download, 
11-16-2022-18-52-55.861,802583.9729734133, 1, Download, 
11-16-2022-18-52-55.861,507757.20739134314, 2, Download, 
11-16-2022-18-52-55.861,704308.3844460566, 3, Download, 
11-16-2022-18-52-55.861,540515.7369004621, 4, Download, 
11-16-2022-18-52-55.861,376723.08935486746, 5, Download, 
11-16-2022-18-52-55.861,605888.8375370681, 6, Download, 
11-16-2022-18-52-55.861,393102.35410942696, 7, Download, 
11-16-2022-18-52-55.861,409481.6188639864, 8, Download, 
11-16-2022-18-52-55.861,638719.3462370029, 9, Download, 
11-16-2022-18-52-55.861,245688.97131839185, 10, Download, 
11-16-2022-18-52-55.861,311206.03033662966, 11, Download, 
11-16-2022-18-52-55.861,671549.8549369377, 12, Download, 
11-16-2022-18-52-55.861,507757.20739134314, 13, Download, 
11-16-2022-18-52-55.861,769825.4434642944, 14, Download, 
11-16-2022-18-52-55.861,1.0646522090463648e+06, 15, Download, 
11-16-2022-18-52-55.861,884480.2967462107, 16, Download, 
11-16-2022-18-52-55.861,2.161990968411032e+06, 17, Download, 
11-16-2022-18-52-55.861,7.419303079479722e+06, 18, Download, 
11-16-2022-18-52-55.861,1.3101972219831247e+06, 19, Download, 
11-16-2022-18-52-55.861,1.2775106716648217e+06, 20, Download, 
11-16-2022-18-52-55.861,4.716868353359044e+06, 21, Download, 
11-16-2022-18-52-55.861,5.077212177959352e+06, 22, Download, 
11-16-2022-18-52-55.861,802583.9729734133, 23, Download, 
11-16-2022-18-52-55.861,4.0617697423674813e+06, 24, Download, 
11-16-2022-18-52-55.861,1.965223853783871e+06, 25, Download, 
11-16-2022-18-52-55.861,2.4518175795377556e+07, 26, Download, 
11-16-2022-18-52-55.861,229309.70656383238, 27, Download, 
11-16-2022-18-52-55.861,0, 28, Download, 
11-16-2022-18-52-55.861,131034.11803647564, 29, Download, 
11-16-2022-18-52-55.861,999135.1500281268, 0, Upload, 
11-16-2022-18-52-55.861,917238.8262553295, 1, Upload, 
11-16-2022-18-52-55.861,606032.7959186999, 2, Upload, 
11-16-2022-18-52-55.861,163792.64754559455, 3, Upload, 
11-16-2022-18-52-55.861,1.0646522090463648e+06, 4, Upload, 
11-16-2022-18-52-55.861,98275.58852735674, 5, Upload, 
11-16-2022-18-52-55.861,1.0318936795372458e+06, 6, Upload, 
11-16-2022-18-52-55.861,98275.58852735674, 7, Upload, 
11-16-2022-18-52-55.861,802583.9729734133, 8, Upload, 
11-16-2022-18-52-55.861,556895.0016550216, 9, Upload, 
11-16-2022-18-52-55.861,278447.5008275108, 10, Upload, 
11-16-2022-18-52-55.861,49137.79426367837, 11, Upload, 
11-16-2022-18-52-55.861,376723.08935486746, 12, Upload, 
11-16-2022-18-52-55.861,835342.5024825323, 13, Upload, 
11-16-2022-18-52-55.861,0, 14, Upload, 
11-16-2022-18-52-55.861,311206.03033662966, 15, Upload, 
11-16-2022-18-52-55.861,949997.3557644484, 16, Upload, 
11-16-2022-18-52-55.861,49137.79426367837, 17, Upload, 
11-16-2022-18-52-55.861,196551.17705471348, 18, Upload, 
11-16-2022-18-52-55.861,589653.5311641404, 19, Upload, 
11-16-2022-18-52-55.861,212930.44180927292, 20, Upload, 
11-16-2022-18-52-55.861,98275.58852735674, 21, Upload, 
11-16-2022-18-52-55.861,49137.79426367837, 22, Upload, 
11-16-2022-18-52-55.861,999135.1500281268, 23, Upload, 
11-16-2022-18-52-55.861,49137.79426367837, 24, Upload, 
11-16-2022-18-52-55.861,180171.912300154, 25, Upload, 
11-16-2022-18-52-55.861,49137.79426367837, 26, Upload, 
11-16-2022-18-52-55.861,114654.85328191619, 27, Upload, 
11-16-2022-18-52-55.861,425860.88361854583, 28, Upload, 
11-16-2022-18-52-55.861,0, 29, Upload, 
11-16-2022-18-52-56.861,4.635170511305967e+06, 0, Download, 
11-16-2022-18-52-56.861,900782.1516809583, 1, Download, 
11-16-2022-18-52-56.861,540555.6724192954, 2, Download, 
11-16-2022-18-52-56.861,933615.0860334856, 3, Download, 
11-16-2022-18-52-56.861,475033.7727321081, 4, Download, 
11-16-2022-18-52-56.861,262087.59874874927, 5, Download, 
11-16-2022-18-52-56.861,655218.9968718732, 6, Download, 
11-16-2022-18-52-56.861,343846.00433986605, 7, Download, 
11-16-2022-18-52-56.861,458653.29781031125, 8, Download, 
11-16-2022-18-52-56.861,704360.4216372637, 9, Download, 
11-16-2022-18-52-56.861,327609.4984359366, 10, Download, 
11-16-2022-18-52-56.861,376750.9232013271, 11, Download, 
11-16-2022-18-52-56.861,491414.2476539049, 12, Download, 
11-16-2022-18-52-56.861,475033.7727321081, 13, Download, 
11-16-2022-18-52-56.861,589409.1591489512, 14, Download, 
11-16-2022-18-52-56.861,884545.6457770288, 15, Download, 
11-16-2022-18-52-56.861,999208.9702296066, 16, Download, 
11-16-2022-18-52-56.861,2.1293177708157203e+06, 17, Download, 
11-16-2022-18-52-56.861,7.878432561312806e+06, 18, Download, 
11-16-2022-18-52-56.861,1.0974918197603875e+06, 19, Download, 
11-16-2022-18-52-56.861,1.4414098086091874e+06, 20, Download, 
11-16-2022-18-52-56.861,3.898265093351911e+06, 21, Download, 
11-16-2022-18-52-56.861,3.881956602939048e+06, 22, Download, 
11-16-2022-18-52-56.861,671599.47179367, 23, Download, 
11-16-2022-18-52-56.861,2.8663671577876443e+06, 24, Download, 
11-16-2022-18-52-56.861,1.9000631064194986e+06, 25, Download, 
11-16-2022-18-52-56.861,2.773012847635189e+07, 26, Download, 
11-16-2022-18-52-56.861,229326.64890515563, 27, Download, 
11-16-2022-18-52-56.861,0, 28, Download, 
11-16-2022-18-52-56.861,851784.6959334351, 29, Download, 
11-16-2022-18-52-56.861,311229.02351413976, 30, Download, 
11-16-2022-18-52-56.861,884545.6457770288, 0, Upload, 
11-16-2022-18-52-56.861,524175.19749749854, 1, Upload, 
11-16-2022-18-52-56.861,343989.9733577334, 2, Upload, 
11-16-2022-18-52-56.861,556936.1473410922, 3, Upload, 
11-16-2022-18-52-56.861,524175.19749749854, 4, Upload, 
11-16-2022-18-52-56.861,49141.42476539049, 5, Upload, 
11-16-2022-18-52-56.861,966448.020386013, 6, Upload, 
11-16-2022-18-52-56.861,196565.69906156196, 7, Upload, 
11-16-2022-18-52-56.861,622458.0470282795, 8, Upload, 
11-16-2022-18-52-56.861,376750.9232013271, 9, Upload, 
11-16-2022-18-52-56.861,1.1793941943693717e+06, 10, Upload, 
11-16-2022-18-52-56.861,245707.12382695245, 11, Upload, 
11-16-2022-18-52-56.861,491414.2476539049, 12, Upload, 
11-16-2022-18-52-56.861,311229.02351413976, 13, Upload, 
11-16-2022-18-52-56.861,0, 14, Upload, 
11-16-2022-18-52-56.861,442272.8228885144, 15, Upload, 
11-16-2022-18-52-56.861,704360.4216372637, 16, Upload, 
11-16-2022-18-52-56.861,147424.27429617147, 17, Upload, 
11-16-2022-18-52-56.861,196565.69906156196, 18, Upload, 
11-16-2022-18-52-56.861,327609.4984359366, 19, Upload, 
11-16-2022-18-52-56.861,0, 20, Upload, 
11-16-2022-18-52-56.861,98282.84953078098, 21, Upload, 
11-16-2022-18-52-56.861,98282.84953078098, 22, Upload, 
11-16-2022-18-52-56.861,229326.64890515563, 23, Upload, 
11-16-2022-18-52-56.861,98282.84953078098, 24, Upload, 
11-16-2022-18-52-56.861,0, 25, Upload, 
11-16-2022-18-52-56.861,49141.42476539049, 26, Upload, 
11-16-2022-18-52-56.861,49141.42476539049, 27, Upload, 
11-16-2022-18-52-56.861,982828.4953078098, 28, Upload, 
11-16-2022-18-52-56.861,851784.6959334351, 29, Upload, 
11-16-2022-18-52-56.861,114663.32445257781, 30, Upload, 
11-16-2022-18-52-57.862,196404.87807509472, 0, Upload, 
11-16-2022-18-52-57.862,114569.51221047192, 1, Upload, 
11-16-2022-18-52-57.862,294607.31711264205, 2, Upload, 
11-16-2022-18-52-57.862,360075.6098043403, 3, Upload, 
11-16-2022-18-52-57.862,65468.29269169824, 4, Upload, 
11-16-2022-18-52-57.862,49101.21951877368, 5, Upload, 
11-16-2022-18-52-57.862,392809.75615018944, 6, Upload, 
11-16-2022-18-52-57.862,261873.17076679296, 7, Upload, 
11-16-2022-18-52-57.862,327341.4634584912, 8, Upload, 
11-16-2022-18-52-57.862,654682.9269169824, 9, Upload, 
11-16-2022-18-52-57.862,212771.95124801926, 10, Upload, 
11-16-2022-18-52-57.862,294607.31711264205, 11, Upload, 
11-16-2022-18-52-57.862,1.0147585367213227e+06, 12, Upload, 
11-16-2022-18-52-57.862,589214.6342252841, 13, Upload, 
11-16-2022-18-52-57.862,49101.21951877368, 14, Upload, 
11-16-2022-18-52-57.862,49101.21951877368, 15, Upload, 
11-16-2022-18-52-57.862,982024.3903754735, 16, Upload, 
11-16-2022-18-52-57.862,343708.5366314158, 17, Upload, 
11-16-2022-18-52-57.862,458278.0488418877, 18, Upload, 
11-16-2022-18-52-57.862,1.3257329270068894e+06, 19, Upload, 
11-16-2022-18-52-57.862,0, 20, Upload, 
11-16-2022-18-52-57.862,0, 21, Upload, 
11-16-2022-18-52-57.862,196404.87807509472, 22, Upload, 
11-16-2022-18-52-57.862,900189.0245108508, 23, Upload, 
11-16-2022-18-52-57.862,49101.21951877368, 24, Upload, 
11-16-2022-18-52-57.862,0, 25, Upload, 
11-16-2022-18-52-57.862,0, 26, Upload, 
11-16-2022-18-52-57.862,98202.43903754736, 27, Upload, 
11-16-2022-18-52-57.862,1.5876060977736823e+06, 28, Upload, 
11-16-2022-18-52-57.862,654682.9269169824, 29, Upload, 
11-16-2022-18-52-57.862,49101.21951877368, 30, Upload, 
11-16-2022-18-52-57.862,654682.9269169824, 31, Upload, 
11-16-2022-18-52-57.862,5.681964790068343e+06, 0, Download, 
11-16-2022-18-52-57.862,900596.080886611, 1, Download, 
11-16-2022-18-52-57.862,442146.1310714283, 2, Download, 
11-16-2022-18-52-57.862,982546.9579365073, 3, Download, 
11-16-2022-18-52-57.862,425770.34843915317, 4, Download, 
11-16-2022-18-52-57.862,343708.5366314158, 5, Download, 
11-16-2022-18-52-57.862,621948.7805711332, 6, Download, 
11-16-2022-18-52-57.862,327341.4634584912, 7, Download, 
11-16-2022-18-52-57.862,474645.12201481225, 8, Download, 
11-16-2022-18-52-57.862,703784.1464357561, 9, Download, 
11-16-2022-18-52-57.862,278168.31832518807, 10, Download, 
11-16-2022-18-52-57.862,425543.9024960385, 11, Download, 
11-16-2022-18-52-57.862,539969.5634774516, 12, Download, 
11-16-2022-18-52-57.862,523746.3415335859, 13, Download, 
11-16-2022-18-52-57.862,556480.4878794351, 14, Download, 
11-16-2022-18-52-57.862,900189.0245108508, 15, Download, 
11-16-2022-18-52-57.862,998247.6123193393, 16, Download, 
11-16-2022-18-52-57.862,1.849263491696887e+06, 17, Download, 
11-16-2022-18-52-57.862,7.151907497266326e+06, 18, Download, 
11-16-2022-18-52-57.862,785619.5123003789, 19, Download, 
11-16-2022-18-52-57.862,801914.6598587739, 20, Download, 
11-16-2022-18-52-57.862,3.551439101681041e+06, 21, Download, 
11-16-2022-18-52-57.862,3.7806500517165144e+06, 22, Download, 
11-16-2022-18-52-57.862,654682.9269169824, 23, Download, 
11-16-2022-18-52-57.862,3.0931610528391534e+06, 24, Download, 
11-16-2022-18-52-57.862,1.6857366111967003e+06, 25, Download, 
11-16-2022-18-52-57.862,2.487658463616927e+07, 26, Download, 
11-16-2022-18-52-57.862,261873.17076679296, 27, Download, 
11-16-2022-18-52-57.862,540113.4147065105, 28, Download, 
11-16-2022-18-52-57.862,801986.5854733035, 29, Download, 
11-16-2022-18-52-57.862,409176.829323114, 30, Download, 
11-16-2022-18-52-57.862,1.3092939282194353e+06, 31, Download, 
11-16-2022-18-52-58.862,7.65009265114255e+06, 0, Download, 
11-16-2022-18-52-58.862,1.1466983756352891e+06, 1, Download, 
11-16-2022-18-52-58.862,606006.0658201076, 2, Download, 
11-16-2022-18-52-58.862,933798.7288415227, 3, Download, 
11-16-2022-18-52-58.862,376795.97830447403, 4, Download, 
11-16-2022-18-52-58.862,442417.2478538626, 5, Download, 
11-16-2022-18-52-58.862,639255.2266830151, 6, Download, 
11-16-2022-18-52-58.862,376996.67214639357, 7, Download, 
11-16-2022-18-52-58.862,475343.63009762665, 8, Download, 
11-16-2022-18-52-58.862,672037.5460000929, 9, Download, 
11-16-2022-18-52-58.862,360605.5124878547, 10, Download, 
11-16-2022-18-52-58.862,639111.1637563288, 11, Download, 
11-16-2022-18-52-58.862,540908.2687317821, 12, Download, 
11-16-2022-18-52-58.862,540764.2058050957, 13, Download, 
11-16-2022-18-52-58.862,704819.8653171705, 14, Download, 
11-16-2022-18-52-58.862,1.114310730927269e+06, 15, Download, 
11-16-2022-18-52-58.862,885050.5900977547, 16, Download, 
11-16-2022-18-52-58.862,2.0979243733662865e+06, 17, Download, 
11-16-2022-18-52-58.862,6.801971100976907e+06, 18, Download, 
11-16-2022-18-52-58.862,1.0652092834149958e+06, 19, Download, 
11-16-2022-18-52-58.862,1.0654253778050253e+06, 20, Download, 
11-16-2022-18-52-58.862,3.212523230146928e+06, 21, Download, 
11-16-2022-18-52-58.862,3.6547964150741044e+06, 22, Download, 
11-16-2022-18-52-58.862,671821.4516100633, 23, Download, 
11-16-2022-18-52-58.862,2.8354545265371916e+06, 24, Download, 
11-16-2022-18-52-58.862,1.802811468049244e+06, 25, Download, 
11-16-2022-18-52-58.862,2.451915796820051e+07, 26, Download, 
11-16-2022-18-52-58.862,278649.7141951604, 27, Download, 
11-16-2022-18-52-58.862,1.311292772683108e+06, 28, Download, 
11-16-2022-18-52-58.862,868731.461902559, 29, Download, 
11-16-2022-18-52-58.862,885122.6215610979, 30, Download, 
11-16-2022-18-52-58.862,2.278227129610214e+06, 31, Download, 
11-16-2022-18-52-58.862,1.2128737832685318e+06, 32, Download, 
11-16-2022-18-52-58.862,704454.0938734836, 0, Upload, 
11-16-2022-18-52-58.862,49147.9600376849, 1, Upload, 
11-16-2022-18-52-58.862,245739.8001884245, 2, Upload, 
11-16-2022-18-52-58.862,0, 3, Upload, 
11-16-2022-18-52-58.862,868280.6273324332, 4, Upload, 
11-16-2022-18-52-58.862,0, 5, Upload, 
11-16-2022-18-52-58.862,491479.600376849, 6, Upload, 
11-16-2022-18-52-58.862,344035.7202637943, 7, Upload, 
11-16-2022-18-52-58.862,557010.2137604288, 8, Upload, 
11-16-2022-18-52-58.862,753602.0539111685, 9, Upload, 
11-16-2022-18-52-58.862,638923.4804899037, 10, Upload, 
11-16-2022-18-52-58.862,294887.7602261094, 11, Upload, 
11-16-2022-18-52-58.862,557010.2137604288, 12, Upload, 
11-16-2022-18-52-58.862,638923.4804899037, 13, Upload, 
11-16-2022-18-52-58.862,196591.8401507396, 14, Upload, 
11-16-2022-18-52-58.862,0, 15, Upload, 
11-16-2022-18-52-58.862,442331.6403391641, 16, Upload, 
11-16-2022-18-52-58.862,491479.600376849, 17, Upload, 
11-16-2022-18-52-58.862,294887.7602261094, 18, Upload, 
11-16-2022-18-52-58.862,1.1140204275208577e+06, 19, Upload, 
11-16-2022-18-52-58.862,0, 20, Upload, 
11-16-2022-18-52-58.862,294887.7602261094, 21, Upload, 
11-16-2022-18-52-58.862,262122.45353431947, 22, Upload, 
11-16-2022-18-52-58.862,425948.9869932691, 23, Upload, 
11-16-2022-18-52-58.862,147443.8801130547, 24, Upload, 
11-16-2022-18-52-58.862,49147.9600376849, 25, Upload, 
11-16-2022-18-52-58.862,0, 26, Upload, 
11-16-2022-18-52-58.862,245739.8001884245, 27, Upload, 
11-16-2022-18-52-58.862,1.3761428810551772e+06, 28, Upload, 
11-16-2022-18-52-58.862,1.1140204275208577e+06, 29, Upload, 
11-16-2022-18-52-58.862,0, 30, Upload, 
11-16-2022-18-52-58.862,540627.560414534, 31, Upload, 
11-16-2022-18-52-58.862,360418.3736096893, 32, Upload, 
11-16-2022-18-52-59.862,5.814630876804435e+06, 0, Download, 
11-16-2022-18-52-59.862,1.22846240642773e+06, 1, Download, 
11-16-2022-18-52-59.862,769881.5516085421, 2, Download, 
11-16-2022-18-52-59.862,819022.9272431299, 3, Download, 
11-16-2022-18-52-59.862,392987.0362027729, 4, Download, 
11-16-2022-18-52-59.862,524174.67343560315, 5, Download, 
11-16-2022-18-52-59.862,507794.2148907406, 6, Download, 
11-16-2022-18-52-59.862,458652.83925615274, 7, Download, 
11-16-2022-18-52-59.862,458652.83925615274, 8, Download, 
11-16-2022-18-52-59.862,606076.9661599161, 9, Download, 
11-16-2022-18-52-59.862,606076.9661599161, 10, Download, 
11-16-2022-18-52-59.862,687979.2588842291, 11, Download, 
11-16-2022-18-52-59.862,442200.39627432544, 12, Download, 
11-16-2022-18-52-59.862,475033.2978010154, 13, Download, 
11-16-2022-18-52-59.862,851783.8443328552, 14, Download, 
11-16-2022-18-52-59.862,802642.4686982674, 15, Download, 
11-16-2022-18-52-59.862,851711.8598958905, 16, Download, 
11-16-2022-18-52-59.862,1.4413363830739793e+06, 17, Download, 
11-16-2022-18-52-59.862,5.732656599643157e+06, 18, Download, 
11-16-2022-18-52-59.862,835403.3857879925, 19, Download, 
11-16-2022-18-52-59.862,949922.6267281013, 20, Download, 
11-16-2022-18-52-59.862,4.1111351725756885e+06, 21, Download, 
11-16-2022-18-52-59.862,2.735392608118125e+06, 22, Download, 
11-16-2022-18-52-59.862,556935.5905253284, 23, Download, 
11-16-2022-18-52-59.862,2.014724416581135e+06, 24, Download, 
11-16-2022-18-52-59.862,1.5560715773249823e+06, 25, Download, 
11-16-2022-18-52-59.862,1.8091568602868058e+07, 26, Download, 
11-16-2022-18-52-59.862,327609.170897252, 27, Download, 
11-16-2022-18-52-59.862,1.342981647367839e+06, 28, Download, 
11-16-2022-18-52-59.862,835403.3857879925, 29, Download, 
11-16-2022-18-52-59.862,884544.7614225803, 30, Download, 
11-16-2022-18-52-59.862,1.7034957042287455e+06, 31, Download, 
11-16-2022-18-52-59.862,1.4741692846006693e+06, 32, Download, 
11-16-2022-18-52-59.862,638837.8832496414, 33, Download, 
11-16-2022-18-52-59.863,556667.9467743037, 0, Upload, 
11-16-2022-18-52-59.863,49117.76000949738, 1, Upload, 
11-16-2022-18-52-59.863,245588.8000474869, 2, Upload, 
11-16-2022-18-52-59.863,147353.28002849212, 3, Upload, 
11-16-2022-18-52-59.863,638530.8801234659, 4, Upload, 
11-16-2022-18-52-59.863,0, 5, Upload, 
11-16-2022-18-52-59.863,802256.7468217905, 6, Upload, 
11-16-2022-18-52-59.863,884119.6801709528, 7, Upload, 
11-16-2022-18-52-59.863,442059.8400854764, 8, Upload, 
11-16-2022-18-52-59.863,523922.7734346387, 9, Upload, 
11-16-2022-18-52-59.863,638530.8801234659, 10, Upload, 
11-16-2022-18-52-59.863,196471.04003798953, 11, Upload, 
11-16-2022-18-52-59.863,458432.4267553089, 12, Upload, 
11-16-2022-18-52-59.863,458432.4267553089, 13, Upload, 
11-16-2022-18-52-59.863,0, 14, Upload, 
11-16-2022-18-52-59.863,49117.76000949738, 15, Upload, 
11-16-2022-18-52-59.863,867747.0935011203, 16, Upload, 
11-16-2022-18-52-59.863,392942.08007597906, 17, Upload, 
11-16-2022-18-52-59.863,409314.66674581147, 18, Upload, 
11-16-2022-18-52-59.863,556667.9467743037, 19, Upload, 
11-16-2022-18-52-59.863,0, 20, Upload, 
11-16-2022-18-52-59.863,98235.52001899476, 21, Upload, 
11-16-2022-18-52-59.863,687648.6401329633, 22, Upload, 
11-16-2022-18-52-59.863,0, 23, Upload, 
11-16-2022-18-52-59.863,311079.1467268167, 24, Upload, 
11-16-2022-18-52-59.863,49117.76000949738, 25, Upload, 
11-16-2022-18-52-59.863,49117.76000949738, 26, Upload, 
11-16-2022-18-52-59.863,196471.04003798953, 27, Upload, 
11-16-2022-18-52-59.863,851374.5068312879, 28, Upload, 
11-16-2022-18-52-59.863,442059.8400854764, 29, Upload, 
11-16-2022-18-52-59.863,0, 30, Upload, 
11-16-2022-18-52-59.863,900492.2668407853, 31, Upload, 
11-16-2022-18-52-59.863,0, 32, Upload, 
11-16-2022-18-52-59.863,376569.4934061466, 33, Upload, 
11-16-2022-18-53-00.864,1.195070923962949e+06, 0, Upload, 
11-16-2022-18-53-00.864,98225.00744900951, 1, Upload, 
11-16-2022-18-53-00.864,98225.00744900951, 2, Upload, 
11-16-2022-18-53-00.864,49112.50372450476, 3, Upload, 
11-16-2022-18-53-00.864,458383.36809537775, 4, Upload, 
11-16-2022-18-53-00.864,0, 5, Upload, 
11-16-2022-18-53-00.864,654833.3829933967, 6, Upload, 
11-16-2022-18-53-00.864,212820.84947285394, 7, Upload, 
11-16-2022-18-53-00.864,442012.53352054284, 8, Upload, 
11-16-2022-18-53-00.864,965879.2399152602, 9, Upload, 
11-16-2022-18-53-00.864,65483.33829933967, 10, Upload, 
11-16-2022-18-53-00.864,311045.85692186345, 11, Upload, 
11-16-2022-18-53-00.864,736687.5558675714, 12, Upload, 
11-16-2022-18-53-00.864,638462.5484185618, 13, Upload, 
11-16-2022-18-53-00.864,49112.50372450476, 14, Upload, 
11-16-2022-18-53-00.864,147337.51117351427, 15, Upload, 
11-16-2022-18-53-00.864,458383.36809537775, 16, Upload, 
11-16-2022-18-53-00.864,49112.50372450476, 17, Upload, 
11-16-2022-18-53-00.864,622091.7138437269, 18, Upload, 
11-16-2022-18-53-00.864,605720.879268892, 19, Upload, 
11-16-2022-18-53-00.864,0, 20, Upload, 
11-16-2022-18-53-00.864,147337.51117351427, 21, Upload, 
11-16-2022-18-53-00.864,49112.50372450476, 22, Upload, 
11-16-2022-18-53-00.864,147337.51117351427, 23, Upload, 
11-16-2022-18-53-00.864,392900.02979603806, 24, Upload, 
11-16-2022-18-53-00.864,0, 25, Upload, 
11-16-2022-18-53-00.864,147337.51117351427, 26, Upload, 
11-16-2022-18-53-00.864,163708.34574834918, 27, Upload, 
11-16-2022-18-53-00.864,98225.00744900951, 28, Upload, 
11-16-2022-18-53-00.864,523866.7063947174, 29, Upload, 
11-16-2022-18-53-00.864,0, 30, Upload, 
11-16-2022-18-53-00.864,556608.3755443873, 31, Upload, 
11-16-2022-18-53-00.864,0, 32, Upload, 
11-16-2022-18-53-00.864,982250.0744900951, 33, Upload, 
11-16-2022-18-53-00.864,0, 34, Upload, 
11-16-2022-18-53-00.864,6.917520101984011e+06, 0, Download, 
11-16-2022-18-53-00.864,932206.206782344, 1, Download, 
11-16-2022-18-53-00.864,834079.2376473604, 2, Download, 
11-16-2022-18-53-00.864,735952.2685123768, 3, Download, 
11-16-2022-18-53-00.864,457925.8559632567, 4, Download, 
11-16-2022-18-53-00.864,441571.3611074261, 5, Download, 
11-16-2022-18-53-00.864,506989.3405307485, 6, Download, 
11-16-2022-18-53-00.864,441571.3611074261, 7, Download, 
11-16-2022-18-53-00.864,441571.3611074261, 8, Download, 
11-16-2022-18-53-00.864,572191.7089379051, 9, Download, 
11-16-2022-18-53-00.864,539698.3302424097, 10, Download, 
11-16-2022-18-53-00.864,784943.8827411467, 11, Download, 
11-16-2022-18-53-00.864,392507.8765399343, 12, Download, 
11-16-2022-18-53-00.864,425216.8662515955, 13, Download, 
11-16-2022-18-53-00.864,964699.5854778395, 14, Download, 
11-16-2022-18-53-00.864,785015.7530798686, 15, Download, 
11-16-2022-18-53-00.864,637825.2993773932, 16, Download, 
11-16-2022-18-53-00.864,1.6845129701505515e+06, 17, Download, 
11-16-2022-18-53-00.864,4.235526686305237e+06, 18, Download, 
11-16-2022-18-53-00.864,703099.5381232718, 19, Download, 
11-16-2022-18-53-00.864,948488.8312994527, 20, Download, 
11-16-2022-18-53-00.864,2.126012460919256e+06, 21, Download, 
11-16-2022-18-53-00.864,2.126012460919256e+06, 22, Download, 
11-16-2022-18-53-00.864,572407.3199540708, 23, Download, 
11-16-2022-18-53-00.864,2.649212555628391e+06, 24, Download, 
11-16-2022-18-53-00.864,1.308215847789004e+06, 25, Download, 
11-16-2022-18-53-00.864,2.622206078014654e+07, 26, Download, 
11-16-2022-18-53-00.864,376009.6410066599, 27, Download, 
11-16-2022-18-53-00.864,1.2919332232718952e+06, 28, Download, 
11-16-2022-18-53-00.864,1.0627546842741012e+06, 29, Download, 
11-16-2022-18-53-00.864,784800.1420637029, 30, Download, 
11-16-2022-18-53-00.864,2.1422232150976425e+06, 31, Download, 
11-16-2022-18-53-00.864,1.6844410998118296e+06, 32, Download, 
11-16-2022-18-53-00.864,948560.7016381746, 33, Download, 
11-16-2022-18-53-00.864,0, 34, Download, 
11-16-2022-18-53-01.865,212662.8404555429, 0, Upload, 
11-16-2022-18-53-01.865,507119.08108629467, 1, Upload, 
11-16-2022-18-53-01.865,196304.16042050114, 2, Upload, 
11-16-2022-18-53-01.865,0, 3, Upload, 
11-16-2022-18-53-01.865,98152.08021025057, 4, Upload, 
11-16-2022-18-53-01.866,49063.76862488188, 5, Upload, 
11-16-2022-18-53-01.866,637828.9921234645, 6, Upload, 
11-16-2022-18-53-01.866,49063.76862488188, 7, Upload, 
11-16-2022-18-53-01.866,605119.8130402098, 8, Upload, 
11-16-2022-18-53-01.866,1.112112088830656e+06, 9, Upload, 
11-16-2022-18-53-01.866,0, 10, Upload, 
11-16-2022-18-53-01.866,196255.07449952752, 11, Upload, 
11-16-2022-18-53-01.866,899502.4247895011, 12, Upload, 
11-16-2022-18-53-01.866,425219.3280823096, 13, Upload, 
11-16-2022-18-53-01.866,0, 14, Upload, 
11-16-2022-18-53-01.866,196255.07449952752, 15, Upload, 
11-16-2022-18-53-01.866,866793.2457062466, 16, Upload, 
11-16-2022-18-53-01.866,523346.86533207336, 17, Upload, 
11-16-2022-18-53-01.866,261673.43266603668, 18, Upload, 
11-16-2022-18-53-01.866,1.0466937306641467e+06, 19, Upload, 
11-16-2022-18-53-01.866,49063.76862488188, 20, Upload, 
11-16-2022-18-53-01.866,196255.07449952752, 21, Upload, 
11-16-2022-18-53-01.866,147191.30587464562, 22, Upload, 
11-16-2022-18-53-01.866,294382.61174929125, 23, Upload, 
11-16-2022-18-53-01.866,392510.14899905503, 24, Upload, 
11-16-2022-18-53-01.866,0, 25, Upload, 
11-16-2022-18-53-01.866,310737.2012909186, 26, Upload, 
11-16-2022-18-53-01.866,147191.30587464562, 27, Upload, 
11-16-2022-18-53-01.866,654183.5816650917, 28, Upload, 
11-16-2022-18-53-01.866,0, 29, Upload, 
11-16-2022-18-53-01.866,0, 30, Upload, 
