Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-18-53-42.676,1, 1.2634805,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.777,1, 1.1628138,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.884,1, 1.0557752,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.989,1, 0.9506595,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.091,1, 0.8480999,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.296,1, 0.6432486,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.497,1, 0.4428911,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.396,1, 0.5432124,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.192,1, 0.747915,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.597,1, 0.3427376,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.699,1, 0.2409368,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.799,1, 0.1402784,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.904,1, 0.0356149,0.036312,1297408, SelfUp,
11-16-2022-18-53-43.904,1, 0.109348,0.036741,261447, SelfDown,
11-16-2022-18-53-44.004,1, 0.2268544,0.037832,183243, SelfDown,
11-16-2022-18-53-44.106,1, 0.1703188,0.037452,183246, SelfDown,
11-16-2022-18-53-44.004,1, 0.3190238,0.041336,908259, SelfUp,
11-16-2022-18-53-44.106,1, 0.2176688,0.041336,908259, SelfUp,
11-16-2022-18-53-44.206,1, 0.1168296,0.041336,908259, SelfUp,
11-16-2022-18-53-44.206,1, 0.1291762,0.037011,183249, SelfDown,
11-16-2022-18-53-44.306,1, 0.0924035,0.036393,183251, SelfDown,
11-16-2022-18-53-44.306,1, 0.0976263,0.039391,908967, SelfUp,
11-16-2022-18-53-44.406,1, 0.0425079,0.041863,909442, SelfUp,
11-16-2022-18-53-44.406,1, 0.2588683,0.039006,183262, SelfDown,
11-16-2022-18-53-44.509,1, 0.168843,0.041062,910642, SelfUp,
11-16-2022-18-53-44.610,1, 0.0675911,0.041062,910642, SelfUp,
11-16-2022-18-53-44.710,1, 0.0396083,0.039985,911205, SelfUp,
11-16-2022-18-53-44.509,1, 0.2679951,0.038814,183321, SelfDown,
11-16-2022-18-53-44.610,1, 0.2212139,0.04125,183473, SelfDown,
11-16-2022-18-53-44.710,1, 0.1218567,0.04125,183473, SelfDown,
11-16-2022-18-53-44.811,1, 0.1382556,0.040163,183672, SelfDown,
11-16-2022-18-53-44.811,1, 0.1602751,0.037476,912436, SelfUp,
11-16-2022-18-53-44.912,1, 0.058476,0.037476,912436, SelfUp,
11-16-2022-18-53-44.912,1, 0.0830963,0.037877,183868, SelfDown,
11-16-2022-18-53-45.013,1, 0.0680219,0.040347,913184, SelfUp,
11-16-2022-18-53-45.013,1, 0.1412439,0.03976,184781, SelfDown,
11-16-2022-18-53-45.113,1, 0.0820216,0.042001,915425, SelfUp,
11-16-2022-18-53-45.113,1, 0.1461094,0.038499,185066, SelfDown,
11-16-2022-18-53-45.217,1, 0.0866032,0.037408,917143, SelfUp,
11-16-2022-18-53-45.317,1, 0.0374486,0.038343,918048, SelfUp,
11-16-2022-18-53-45.217,1, 0.1946063,0.037182,185603, SelfDown,
11-16-2022-18-53-45.417,1, 0.0427975,0.040586,920595, SelfUp,
11-16-2022-18-53-45.317,1, 0.17311,0.03811,185977, SelfDown,
11-16-2022-18-53-45.517,1, 0.0721005,0.0374,923501, SelfUp,
11-16-2022-18-53-45.417,1, 0.2040086,0.03832,186768, SelfDown,
11-16-2022-18-53-45.619,1, 0.0279029,0.036714,924520, SelfUp,
11-16-2022-18-53-45.517,1, 0.1554731,0.035317,187466, SelfDown,
11-16-2022-18-53-45.619,1, 0.1683161,0.035699,188189, SelfDown,
11-16-2022-18-53-45.722,1, 0.0742545,0.03644,925559, SelfUp,
11-16-2022-18-53-45.824,1, 0.038495,0.036301,927492, SelfUp,
11-16-2022-18-53-45.926,1, 0.0260763,0.033409,931141, SelfUp,
11-16-2022-18-53-45.722,1, 0.2423137,0.0357,189242, SelfDown,
11-16-2022-18-53-45.824,1, 0.1455361,0.0357,189242, SelfDown,
