Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-28-2022-16-08-56.047,3, 0.4585653,0.05275,15075, Foreign,
11-28-2022-16-08-56.556,3, 0.153657,0.050852,15075, Foreign,
11-28-2022-16-08-56.657,3, 0.1655293,0.050269,15075, Foreign,
11-28-2022-16-08-56.456,3, 0.4639021,0.049886,15075, Foreign,
11-28-2022-16-08-56.958,3, 0.1609535,0.047856,15075, Foreign,
11-28-2022-16-08-57.159,3, 0.1269833,0.04317,15075, Foreign,
11-28-2022-16-08-57.260,3, 0.1345057,0.043491,15075, Foreign,
11-28-2022-16-08-55.947,3, 1.1495292,0.048241,6339, Foreign,
11-28-2022-16-08-57.361,3, 0.1504926,0.047163,15075, Foreign,
11-28-2022-16-08-57.462,3, 0.1483046,0.049908,15075, Foreign,
11-28-2022-16-08-57.664,3, 0.1122928,0.041051,15075, Foreign,
11-28-2022-16-08-57.865,3, 0.1171685,0.034958,15075, Foreign,
11-28-2022-16-08-57.564,3, 0.4260912,0.044668,15075, Foreign,
11-28-2022-16-08-56.858,3, 0.8774488,0.040328,6339, Foreign,
11-28-2022-16-08-57.966,3, 0.1805985,0.039744,15075, Foreign,
11-28-2022-16-08-57.058,3, 0.8241348,0.039899,6339, Foreign,
11-28-2022-16-08-58.066,3, 0.1170055,0.040171,15075, Foreign,
11-28-2022-16-08-56.758,3, 1.1365511,0.037944,6339, Foreign,
11-28-2022-16-08-58.166,3, 0.1201281,0.038798,15075, Foreign,
11-28-2022-16-08-58.267,3, 0.1124637,0.034915,15075, Foreign,
11-28-2022-16-08-57.765,3, 0.7832684,0.037063,15075, Foreign,
11-28-2022-16-08-58.369,3, 0.18921,0.03903,15075, Foreign,
11-28-2022-16-08-58.469,3, 0.2234205,0.048593,15075, Foreign,
11-28-2022-16-08-58.571,3, 0.1619081,0.052622,15075, Foreign,
11-28-2022-16-08-58.874,3, 0.1521624,0.04731,15075, Foreign,
11-28-2022-16-08-58.772,3, 0.4565452,0.048596,15075, Foreign,
11-28-2022-16-08-58.672,3, 0.5805521,0.045029,15075, Foreign,
11-28-2022-16-08-58.974,3, 0.4097511,0.057811,15075, Foreign,
11-28-2022-16-08-59.276,3, 0.1103923,0.038048,15075, Foreign,
11-28-2022-16-08-59.075,3, 0.4093832,0.037814,15075, Foreign,
11-28-2022-16-08-59.175,3, 0.4321455,0.033334,15075, Foreign,
11-28-2022-16-08-59.781,3, 0.21322,0.041821,15075, Foreign,
11-28-2022-16-08-59.981,3, 0.0855278,0.028366,15075, Foreign,
11-28-2022-16-08-59.476,3, 0.6359694,0.039927,15075, Foreign,
11-28-2022-16-08-59.681,3, 0.5229732,0.060661,15075, Foreign,
11-28-2022-16-09-00.082,3, 0.1236818,0.036431,15075, Foreign,
11-28-2022-16-09-00.282,3, 0.1630317,0.053321,15075, Foreign,
11-28-2022-16-09-00.583,3, 0.1310701,0.038019,15075, Foreign,
11-28-2022-16-09-00.790,3, 0.141948,0.043557,15075, Foreign,
11-28-2022-16-09-00.382,3, 0.5689033,0.044786,15075, Foreign,
11-28-2022-16-08-59.881,3, 0.8642586,0.050087,6339, Foreign,
11-28-2022-16-09-00.890,3, 0.1760774,0.055717,15075, Foreign,
11-28-2022-16-09-00.990,3, 0.1725586,0.05615,15075, Foreign,
11-28-2022-16-09-00.182,3, 0.8474724,0.043215,6339, Foreign,
11-28-2022-16-09-01.292,3, 0.1812428,0.041163,15075, Foreign,
11-28-2022-16-09-00.483,3, 1.056873,0.05849,15075, Foreign,
11-28-2022-16-08-59.376,3, 1.9567497999999999,0.035565,6339, Foreign,
11-28-2022-16-09-00.690,3, 0.9565056,0.039881,15075, Foreign,
11-28-2022-16-09-01.393,3, 0.5632516,0.03534,15075, Foreign,
11-28-2022-16-08-59.577,3, 2.305444,0.041436,6339, Foreign,
11-28-2022-16-09-01.798,3, 0.4578021,0.04727,15075, Foreign,
11-28-2022-16-09-01.698,3, 0.6020983,0.039574,15075, Foreign,
11-28-2022-16-09-02.202,3, 0.1310618,0.037816,15075, Foreign,
11-28-2022-16-09-01.191,3, 0.8960041,0.045742,6339, Foreign,
11-28-2022-16-09-02.302,3, 0.1594663,0.049953,15075, Foreign,
11-28-2022-16-09-01.597,3, 0.8976973,0.038339,15075, Foreign,
11-28-2022-16-09-02.403,3, 0.1465041,0.051078,15075, Foreign,
