Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-30-43.349,1, 0.1039938,0.039046,425939, SelfDown,
11-26-2022-11-30-43.449,1, 0.0949956,0.038478,608768, SelfUp,
11-26-2022-11-30-43.449,1, 0.1659414,0.038543,432023, SelfDown,
11-26-2022-11-30-43.550,1, 0.0672454,0.037725,608768, SelfUp,
11-26-2022-11-30-43.550,1, 0.128585,0.042069,439125, SelfDown,
11-26-2022-11-30-43.651,1, 0.0655647,0.043221,608768, SelfUp,
11-26-2022-11-30-43.755,1, 0.0703521,0.041905,608768, SelfUp,
11-26-2022-11-30-43.651,1, 0.2075184,0.037946,451387, SelfDown,
11-26-2022-11-30-43.755,1, 0.1045579,0.037946,451387, SelfDown,
11-26-2022-11-30-43.856,1, 0.0325674,0.037253,608768, SelfUp,
11-26-2022-11-30-43.856,1, 0.1042319,0.037179,462871, SelfDown,
11-26-2022-11-30-43.957,1, 0.0331572,0.035163,608768, SelfUp,
11-26-2022-11-30-43.957,1, 0.1038813,0.036958,466991, SelfDown,
11-26-2022-11-30-44.059,1, 0.0340056,0.03431,608768, SelfUp,
11-26-2022-11-30-44.059,1, 0.0590875,0.0349,474084, SelfDown,
11-26-2022-11-30-44.159,1, 0.0361544,0.034186,608768, SelfUp,
11-26-2022-11-30-44.159,1, 0.0754416,0.035499,486837, SelfDown,
11-26-2022-11-30-44.259,1, 0.0356115,0.033946,608768, SelfUp,
11-26-2022-11-30-44.259,1, 0.1155198,0.03384,503141, SelfDown,
11-26-2022-11-30-44.359,1, 0.0369713,0.033935,608768, SelfUp,
11-26-2022-11-30-44.359,1, 0.0715385,0.033525,507484, SelfDown,
11-26-2022-11-30-44.460,1, 0.0354191,0.034095,608768, SelfUp,
11-26-2022-11-30-44.562,1, 0.0333155,0.034533,608768, SelfUp,
11-26-2022-11-30-44.460,1, 0.1373344,0.036173,521401, SelfDown,
11-26-2022-11-30-44.562,1, 0.1872457,0.035794,534178, SelfDown,
11-26-2022-11-30-44.663,1, 0.1058377,0.035794,534178, SelfDown,
11-26-2022-11-30-44.763,1, 0.0932264,0.034958,542757, SelfDown,
11-26-2022-11-30-44.663,1, 0.3160375,0.039567,608768, SelfUp,
11-26-2022-11-30-44.864,1, 0.1166013,0.040449,554828, SelfDown,
11-26-2022-11-30-44.863,1, 0.1543858,0.038477,608768, SelfUp,
11-26-2022-11-30-44.763,1, 0.2551949,0.038477,608768, SelfUp,
11-26-2022-11-30-44.964,1, 0.0539074,0.038477,608768, SelfUp,
11-26-2022-11-30-44.964,1, 0.0829813,0.038331,560531, SelfDown,
11-26-2022-11-30-45.064,1, 0.0862998,0.037283,572835, SelfDown,
11-26-2022-11-30-45.064,1, 0.0887013,0.033541,608768, SelfUp,
11-26-2022-11-30-45.165,1, 0.0409882,0.0437,608768, SelfUp,
11-26-2022-11-30-45.165,1, 0.1233537,0.036579,590316, SelfDown,
11-26-2022-11-30-45.268,1, 0.0322047,0.035421,608768, SelfUp,
11-26-2022-11-30-45.268,1, 0.0767576,0.035865,592839, SelfDown,
11-26-2022-11-30-45.367,1, 0.0770959,0.033855,601404, SelfDown,
11-26-2022-11-30-45.473,1, 0.1185997,0.037729,611826, SelfDown,
11-26-2022-11-30-45.573,1, 0.051452,0.040604,618205, SelfDown,
11-26-2022-11-30-45.367,1, 0.3147061,0.039318,608768, SelfUp,
11-26-2022-11-30-45.473,1, 0.2417447,0.038216,608768, SelfUp,
11-26-2022-11-30-45.573,1, 0.1416212,0.038216,608768, SelfUp,
11-26-2022-11-30-45.673,1, 0.0409506,0.038216,608768, SelfUp,
11-26-2022-11-30-45.673,1, 0.0560842,0.038632,434059, SelfDown,
11-26-2022-11-30-45.780,1, 0.055785,0.043109,608768, SelfUp,
11-26-2022-11-30-45.780,1, 0.1231891,0.052554,435319, SelfDown,
11-26-2022-11-30-45.880,1, 0.0741232,0.034903,608768, SelfUp,
11-26-2022-11-30-45.880,1, 0.1040252,0.038706,436669, SelfDown,
11-26-2022-11-30-45.981,1, 0.0313106,0.036591,608768, SelfUp,
11-26-2022-11-30-45.981,1, 0.124991,0.035548,437453, SelfDown,
11-26-2022-11-30-46.081,1, 0.1192041,0.036042,438521, SelfDown,
11-26-2022-11-30-46.182,1, 0.08584,0.036014,439013, SelfDown,
11-26-2022-11-30-46.284,1, 0.0762399,0.033715,441577, SelfDown,
11-26-2022-11-30-46.081,1, 0.3191374,0.033046,608768, SelfUp,
11-26-2022-11-30-46.182,1, 0.2518585,0.0338,608768, SelfUp,
11-26-2022-11-30-46.284,1, 0.1503947,0.0338,608768, SelfUp,
11-26-2022-11-30-46.384,1, 0.0504793,0.0338,608768, SelfUp,
