Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-14-47-18.290,1, 0.0643978,0.034709,312261, SelfDown,
11-16-2022-14-47-18.395,1, 0.0970711,0.037812,318469, SelfDown,
11-16-2022-14-47-18.495,1, 0.0540448,0.032414,320573, SelfDown,
11-16-2022-14-47-18.597,1, 0.1216093,0.034083,325792, SelfDown,
11-16-2022-14-47-18.699,1, 0.2893238,0.034675,328780, SelfDown,
11-16-2022-14-47-18.799,1, 0.2769881,0.034734,331889, SelfDown,
11-16-2022-14-47-18.902,1, 0.1743646,0.034734,331889, SelfDown,
11-16-2022-14-47-17.279,1, 1.8359647,0.03301,1297408, SelfUp,
11-16-2022-14-47-19.003,1, 0.1352973,0.034819,333018, SelfDown,
11-16-2022-14-47-17.380,1, 1.7658763,0.03287,1297408, SelfUp,
11-16-2022-14-47-17.485,1, 1.6607476,0.03287,1297408, SelfUp,
11-16-2022-14-47-17.585,1, 1.5606143000000001,0.03287,1297408, SelfUp,
11-16-2022-14-47-17.686,1, 1.4596943,0.03287,1297408, SelfUp,
11-16-2022-14-47-17.787,1, 1.3586308,0.03287,1297408, SelfUp,
11-16-2022-14-47-17.888,1, 1.2579937,0.03287,1297408, SelfUp,
11-16-2022-14-47-17.988,1, 1.1578573,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.089,1, 1.0568079,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.190,1, 0.9558785,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.290,1, 0.8557074,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.395,1, 0.7511358,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.495,1, 0.6509659,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.699,1, 0.4467886,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.598,1, 0.5481151,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.799,1, 0.3465324,0.03287,1297408, SelfUp,
11-16-2022-14-47-18.902,1, 0.2434677,0.03287,1297408, SelfUp,
11-16-2022-14-47-19.003,1, 0.1426734,0.03287,1297408, SelfUp,
11-16-2022-14-47-19.104,1, 0.0419924,0.03287,1297408, SelfUp,
11-16-2022-14-47-19.104,1, 0.1453385,0.034388,339986, SelfDown,
11-16-2022-14-47-19.207,1, 0.0547498,0.034388,339986, SelfDown,
11-16-2022-14-47-19.207,1, 0.0567267,0.035486,1297408, SelfUp,
11-16-2022-14-47-19.308,1, 0.0311436,0.033373,1297408, SelfUp,
11-16-2022-14-47-19.411,1, 0.0730586,0.03631,1297408, SelfUp,
11-16-2022-14-47-19.308,1, 0.2604526,0.036386,351783, SelfDown,
11-16-2022-14-47-19.411,1, 0.15766,0.036386,351783, SelfDown,
11-16-2022-14-47-19.512,1, 0.0767018,0.034534,1297408, SelfUp,
11-16-2022-14-47-19.512,1, 0.1025703,0.035123,353237, SelfDown,
11-16-2022-14-47-19.611,1, 0.0338584,0.035004,1297408, SelfUp,
11-16-2022-14-47-19.611,1, 0.134224,0.044339,362849, SelfDown,
11-16-2022-14-47-19.718,1, 0.0717622,0.037613,366648, SelfDown,
11-16-2022-14-47-19.718,1, 0.0722691,0.035004,1297408, SelfUp,
11-16-2022-14-47-19.818,1, 0.0401088,0.034518,1297408, SelfUp,
11-16-2022-14-47-19.918,1, 0.1595037,0.047982,1297408, SelfUp,
11-16-2022-14-47-20.019,1, 0.0587998,0.047982,1297408, SelfUp,
11-16-2022-14-47-19.818,1, 0.2861312,0.040033,382454, SelfDown,
11-16-2022-14-47-19.918,1, 0.1864352,0.040033,382454, SelfDown,
11-16-2022-14-47-20.119,1, 0.0594128,0.048403,1297408, SelfUp,
11-16-2022-14-47-20.019,1, 0.2057915,0.038358,390275, SelfDown,
11-16-2022-14-47-20.221,1, 0.0458639,0.042622,1297408, SelfUp,
11-16-2022-14-47-20.119,1, 0.1577398,0.040124,394781, SelfDown,
11-16-2022-14-47-20.221,1, 0.271788,0.039019,399411, SelfDown,
11-16-2022-14-47-20.421,1, 0.0799901,0.051567,1297408, SelfUp,
11-16-2022-14-47-20.322,1, 0.1792823,0.051567,1297408, SelfUp,
11-16-2022-14-47-20.321,1, 0.2154607,0.039216,402462, SelfDown,
11-16-2022-14-47-20.522,1, 0.0369348,0.047774,1297408, SelfUp,
11-16-2022-14-47-20.421,1, 0.248836,0.041702,410633, SelfDown,
11-16-2022-14-47-20.624,1, 0.0789817,0.045786,1297408, SelfUp,
11-16-2022-14-47-20.522,1, 0.2118722,0.03697,414902, SelfDown,
11-16-2022-14-47-20.624,1, 0.1127091,0.03697,414902, SelfDown,
11-16-2022-14-47-20.727,1, 0.0497826,0.037651,1297408, SelfUp,
11-16-2022-14-47-20.827,1, 0.0866037,0.037651,1297408, SelfUp,
11-16-2022-14-47-20.927,1, 0.0374524,0.038982,1297408, SelfUp,
11-16-2022-14-47-20.727,1, 0.3217934,0.040292,293019, SelfDown,
11-16-2022-14-47-20.827,1, 0.2217707,0.040292,293019, SelfDown,
11-16-2022-14-47-20.927,1, 0.1222248,0.040292,293019, SelfDown,
11-16-2022-14-47-21.028,1, 0.1413713,0.03691,294599, SelfDown,
11-16-2022-14-47-21.028,1, 0.1756761,0.035596,1297408, SelfUp,
11-16-2022-14-47-21.129,1, 0.0747294,0.035596,1297408, SelfUp,
11-16-2022-14-47-21.129,1, 0.0791392,0.037021,295096, SelfDown,
11-16-2022-14-47-21.229,1, 0.119704,0.044555,1297408, SelfUp,
11-16-2022-14-47-21.229,1, 0.1327088,0.040396,206803, SelfDown,
11-16-2022-14-47-21.331,1, 0.0632022,0.046819,1297408, SelfUp,
11-16-2022-14-47-21.432,1, 0.0353992,0.043591,1297408, SelfUp,
11-16-2022-14-47-21.534,1, 0.0368738,0.036229,1297408, SelfUp,
11-16-2022-14-47-21.331,1, 0.3158994,0.042137,144767, SelfDown,
11-16-2022-14-47-21.432,1, 0.2146675,0.042137,144767, SelfDown,
11-16-2022-14-47-21.634,1, 0.0413525,0.037323,1297408, SelfUp,
11-16-2022-14-47-21.534,1, 0.1422143,0.042094,144768, SelfDown,
11-16-2022-14-47-21.734,1, 0.0338897,0.039298,1297408, SelfUp,
11-16-2022-14-47-21.634,1, 0.242204,0.037044,144775, SelfDown,
11-16-2022-14-47-21.734,1, 0.1423574,0.037044,144775, SelfDown,
11-16-2022-14-47-21.836,1, 0.0427249,0.03544,1297408, SelfUp,
11-16-2022-14-47-21.836,1, 0.0717944,0.030521,144779, SelfDown,
11-16-2022-14-47-21.936,1, 0.0521486,0.038696,1297408, SelfUp,
11-16-2022-14-47-21.936,1, 0.1497362,0.039842,144838, SelfDown,
11-16-2022-14-47-22.036,1, 0.0752085,0.038864,1297408, SelfUp,
11-16-2022-14-47-22.036,1, 0.0957273,0.040523,144892, SelfDown,
11-16-2022-14-47-22.136,1, 0.054567,0.047258,1297408, SelfUp,
11-16-2022-14-47-22.236,1, 0.0381641,0.045173,1297408, SelfUp,
11-16-2022-14-47-22.136,1, 0.1427283,0.042305,145450, SelfDown,
11-16-2022-14-47-22.236,1, 0.046954,0.042305,145450, SelfDown,
11-16-2022-14-47-22.336,1, 0.0354416,0.044736,1297408, SelfUp,
11-16-2022-14-47-22.436,1, 0.05304,0.046339,1297408, SelfUp,
11-16-2022-14-47-22.336,1, 0.1563402,0.050825,101874, SelfDown,
11-16-2022-14-47-22.537,1, 0.0520774,0.049911,1297408, SelfUp,
11-16-2022-14-47-22.436,1, 0.2371412,0.050553,101879, SelfDown,
11-16-2022-14-47-22.637,1, 0.0412993,0.04886,1297408, SelfUp,
11-16-2022-14-47-22.537,1, 0.1735863,0.046514,101882, SelfDown,
11-16-2022-14-47-22.637,1, 0.3407989,0.043442,101898, SelfDown,
11-16-2022-14-47-22.741,1, 0.2379014,0.043442,101898, SelfDown,
11-16-2022-14-47-22.843,1, 0.2453599,0.040835,102093, SelfDown,
11-16-2022-14-47-22.946,1, 0.1422572,0.040835,102093, SelfDown,
11-16-2022-14-47-23.047,1, 0.1357236,0.036145,102695, SelfDown,
11-16-2022-14-47-23.148,1, 0.208114,0.038479,103051, SelfDown,
11-16-2022-14-47-23.248,1, 0.252764,0.036782,103385, SelfDown,
11-16-2022-14-47-22.843,1, 0.6658465,0.039154,1297408, SelfUp,
11-16-2022-14-47-22.741,1, 0.7680131,0.039154,1297408, SelfUp,
11-16-2022-14-47-23.047,1, 0.4620027,0.039154,1297408, SelfUp,
11-16-2022-14-47-22.946,1, 0.5627438,0.039154,1297408, SelfUp,
11-16-2022-14-47-23.349,1, 0.1682336,0.036782,103385, SelfDown,
11-16-2022-14-47-23.148,1, 0.3942393,0.039154,1297408, SelfUp,
11-16-2022-14-47-23.248,1, 0.2939365,0.039154,1297408, SelfUp,
11-16-2022-14-47-23.349,1, 0.1924042,0.039154,1297408, SelfUp,
11-16-2022-14-47-23.450,1, 0.0922429,0.039154,1297408, SelfUp,
11-16-2022-14-47-23.450,1, 0.1038606,0.035578,103895, SelfDown,
11-16-2022-14-47-23.551,1, 0.0390394,0.036711,1297408, SelfUp,
11-16-2022-14-47-23.652,1, 0.0813552,0.036711,1297408, SelfUp,
11-16-2022-14-47-23.551,1, 0.2340481,0.039514,105081, SelfDown,
11-16-2022-14-47-23.753,1, 0.0375069,0.041123,1297408, SelfUp,
11-16-2022-14-47-23.854,1, 0.071159,0.039281,1297408, SelfUp,
11-16-2022-14-47-23.652,1, 0.2787094,0.038559,105665, SelfDown,
11-16-2022-14-47-23.753,1, 0.1956715,0.038559,105665, SelfDown,
11-16-2022-14-47-23.955,1, 0.0873778,0.043294,1297408, SelfUp,
11-16-2022-14-47-23.854,1, 0.2444243,0.037861,118430, SelfDown,
11-16-2022-14-47-24.055,1, 0.1050438,0.040984,1297408, SelfUp,
11-16-2022-14-47-24.157,1, 0.0436014,0.041201,1297408, SelfUp,
11-16-2022-14-47-24.258,1, 0.1003241,0.037905,1297408, SelfUp,
11-16-2022-14-47-23.955,1, 0.4143875,0.03887,122960, SelfDown,
11-16-2022-14-47-24.055,1, 0.3140251,0.03887,122960, SelfDown,
11-16-2022-14-47-24.157,1, 0.2118444,0.03887,122960, SelfDown,
11-16-2022-14-47-24.258,1, 0.1169385,0.03887,122960, SelfDown,
11-16-2022-14-47-24.358,1, 0.0437089,0.039213,1297408, SelfUp,
